"Category,Item number,Barcode,Description,Proof,Bottle size (ml),Case quantity,Bottle price,Case price,TPR,Bailment Number"
"Single Malt Scotch,5842,080432114926,Glenlivet 14YR,80,750,6.00,41.22,247.32,No,370"
"Single Malt Scotch,5924,080432115763,GLENLIVET CARIBBEAN RESERVE,80,750,6.00,26.24,157.44,No,370"
"Single Malt Scotch,5036,080432400630,Glenlivet 12YR,80,750,12.00,38.97,467.64,No,370"
"Single Malt Scotch,5040,080432400661,Glenlivet 18YR,86,750,6.00,97.44,584.64,No,370"
"Single Malt Scotch,5037,080432400708,Glenlivet 12YR,80,""1,000"",12.00,44.22,530.64,No,370"
"Single Malt Scotch,5038,080432400722,Glenlivet 12YR,80,""1,750"",6.00,67.46,404.76,No,370"
"Single Malt Scotch,4000,080480220006,Aberfeldy 12YR,80,750,6.00,36.00,216.00,No,035"
"Single Malt Scotch,5446,080686813019,Laphroaig 10YR,86,750,12.00,44.25,531.00,No,065"
"Single Malt Scotch,5404,080686813064,Laphroaig Select,80,750,6.00,40.50,243.00,No,065"
"Single Malt Scotch,5133,081753810818,Glenmorangie 10YR,86,750,6.00,29.99,179.94,No,420"
"Single Malt Scotch,5136,081753810849,Glenmorangie 18YR,86,750,6.00,74.99,449.94,No,420"
"Single Malt Scotch,5103,081753810863,Glenmorangie Lasanta,92,750,6.00,37.49,224.94,No,420"
"Single Malt Scotch,5104,081753810887,Glenmorangie Nectar D'or,92,750,6.00,52.49,314.94,No,420"
"Single Malt Scotch,5067,081753814052,Glenmorangie Signet,92,750,4.00,164.99,659.96,No,420"
"Single Malt Scotch,4090,081753816247,Ardbeg Corryvreckan,114,750,6.00,68.99,413.94,No,420"
"Single Malt Scotch,5105,081753831486,Glenmorangie Quinta Ruban,92,750,6.00,44.99,269.94,No,420"
"Single Malt Scotch,464,081753832261,Glenmorangie Pioneer Pack VAP Upgrade,86,750,6.00,29.99,179.94,No,420"
"Single Malt Scotch,1258,081753832278,Glenmorangie Taster Pack,88,100,6.00,22.49,134.94,No,420"
"Single Malt Scotch,4246,081753832902,Ardbeg Wee Beastie,95,750,6.00,33.74,202.44,No,420"
"Single Malt Scotch,5153,082422489335,Glenlivet Founders Reserve,80,750,12.00,31.47,377.64,No,370"
"Single Malt Scotch,4111,083300072045,Ardbeg Uigeadail,109,750,6.00,61.49,368.94,No,420"
"Single Malt Scotch,4096,083300072106,Ardbeg 10YR Islay,92,750,6.00,41.24,247.44,No,420"
"Single Malt Scotch,5006,083664107360,Glenfiddich 12YR Special Reserve,86,750,12.00,39.00,468.00,No,240"
"Single Malt Scotch,4356,083664112210,Balvenie 12YR Doublewood,86,750,12.00,51.00,612.00,No,240"
"Single Malt Scotch,4367,083664871681,Balvenie 14YR Caribbean Cask,86,750,6.00,63.75,382.50,No,240"
"Single Malt Scotch,4357,083664873005,Balvenie 17YR Doublewood,86,750,6.00,124.50,747.00,No,240"
"Single Malt Scotch,4374,083664873197,Balvenie 15YR Sherry Cask,96,750,6.00,97.50,585.00,No,240"
"Single Malt Scotch,5745,083664873982,Glenfiddich Fire & Cane,43,750,6.00,45.00,270.00,No,240"
"Single Malt Scotch,5014,083664990405,Glenfiddich 15YR Solera Reserva,80,750,12.00,54.75,657.00,No,240"
"Single Malt Scotch,5157,083664990412,Glenfiddich 18YR,86,750,6.00,78.75,472.50,No,240"
"Single Malt Scotch,5669,084279001517,Glen Moray Sherry Cask,80,750,6.00,26.76,160.56,No,421"
"Single Malt Scotch,5885,084279002828,Glen Moray Cabernet,80,750,6.00,26.76,160.56,No,421"
"Single Malt Scotch,4949,084279982502,Glen Moray Elgin Classic Scotch Whiskey,80,750,6.00,27.26,163.56,No,421"
"Single Malt Scotch,6322,084279994130,Tomatin Scotch Whisky Dualchas,86,750,6.00,26.25,157.50,No,380"
"Single Malt Scotch,5286,087647081425,Isle of Jura 10YR,80,750,6.00,30.00,180.00,No,205"
"Single Malt Scotch,4825,087647111672,Dalmore 12YR,80,750,6.00,52.50,315.00,No,205"
"Single Malt Scotch,5362,087647111962,John Barr Reserve,80,750,12.00,17.51,210.12,No,205"
"Single Malt Scotch,5360,087647112334,John Barr Reserve,80,""1,750"",6.00,32.90,197.40,No,205"
"Single Malt Scotch,4611,087647113409,Dalmore Port Wood Reserve,93,750,6.00,75.00,450.00,No,205"
"Single Malt Scotch,4846,088110100056,Dalwhinnie 15YR Single Malt Scotch,86,750,12.00,68.99,827.88,No,260"
"Single Malt Scotch,5430,088110140052,Lagavulin 16YR,86,750,12.00,94.49,""1,133.88"",No,260"
"Single Malt Scotch,5696,088110160050,Oban Single Malt Scotch,86,750,12.00,83.99,""1,007.88"",No,260"
"Single Malt Scotch,6206,088110170059,Talisker 10YR,91,750,12.00,63.75,765.00,No,260"
"Single Malt Scotch,6316,088893161008,Tomatin Single Malt,86,750,6.00,33.00,198.00,No,380"
"Single Malt Scotch,5247,812066020300,Highland Park 12YR Viking Honour,86,750,6.00,41.34,248.04,No,266"
"Single Malt Scotch,5744,812066020355,Macallan 18YR,86,750,6.00,262.91,""1,577.46"",No,266"
"Single Malt Scotch,5486,812066020553,Macallan 12YR,86,750,12.00,60.02,720.24,No,266"
"Single Malt Scotch,5555,812066021598,Macallan Double Cask 12YR,86,750,12.00,52.49,629.88,No,266"
"Single Malt Scotch,5700,812066022755,Macallan Double Cask Gold,40,750,12.00,51.00,612.00,No,266"
"Single Malt Scotch,4636,850483000055,Bowmore Scotch 12YR,86,750,6.00,51.75,310.50,No,065"
"Single Malt Scotch,4184,851767001300,Ardbeg An Oa,93,750,6.00,42.74,256.44,No,420"
"Single Malt Scotch,5596,859141004008,Mcclelland Highland,80,750,12.00,30.00,360.00,No,065"
"Single Malt Scotch,27476,859824001317,Cedar Ridge Single Malt Whiskey,80,750,6.00,37.50,225.00,No,125"
"Single Malt Scotch,26759,859824001768,Cedar Ridge Single Malt Whiskey,80,200,12.00,11.25,135.00,No,125"
"Single Malt Scotch,26474,859824001980,Cedar Ridge Quintessential American Single Malt,92,750,6.00,42.75,256.50,No,125"
"Spiced Rum,75899,088004039127,Port Hawk Spiced Rum,70,""1,750"",6.00,10.50,63.00,No,421"
"Spiced Rum,43207,080480001506,BACARDI SPICED RUM,70,""1,750"",6.00,22.49,134.94,No,035"
"Spiced Rum,43205,080480001520,Bacardi Oakheart,70,750,12.00,11.25,135.00,No,035"
"Spiced Rum,43244,082000741985,Captain Morgan 100prf Spiced Rum,100,750,12.00,15.74,188.88,No,260"
"Spiced Rum,43302,082000757900,Captain Morgan Black Spiced,94,750,12.00,15.00,180.00,No,260"
"Spiced Rum,1799,082000759102,Captain Morgan Original Spiced Barrel,70,""1,750"",6.00,27.00,162.00,No,260"
"Spiced Rum,46144,082928100109,Caliber Spiced Rum,70,""1,750"",6.00,11.03,66.18,No,055"
"Spiced Rum,45886,083664864461,Sailor Jerry Spiced Navy Rum,92,750,12.00,14.48,173.76,No,240"
"Spiced Rum,45887,083664868377,Sailor Jerry Spiced Navy Rum,92,""1,000"",12.00,17.67,212.04,No,240"
"Spiced Rum,45888,083664868735,Sailor Jerry Spiced Navy Rum,92,""1,750"",6.00,28.88,173.28,No,240"
"Spiced Rum,45884,083664869121,Sailor Jerry Spiced Navy Rum,92,375,24.00,7.20,172.80,No,240"
"Spiced Rum,77318,084279901671,Rondiaz Rum Spiced,60,""1,750"",6.00,15.75,94.50,No,322"
"Spiced Rum,42984,084279971247,Trader Vics Private Selection Spiced Rum,70,""1,750"",6.00,15.00,90.00,No,380"
"Spiced Rum,47002,085254500636,Wisconsin Club Spiced Rum,70,""1,750"",6.00,10.50,63.00,No,209"
"Spiced Rum,44340,085676563868,Calypso Spiced Rum,42,""1,750"",6.00,13.50,81.00,No,055"
"Spiced Rum,44658,086816517321,Lady Bligh Spiced Rum,72,""1,750"",6.00,15.00,90.00,No,434"
"Spiced Rum,44657,086816517338,Lady Bligh Spiced Rum,72,""1,000"",12.00,10.13,121.56,No,434"
"Spiced Rum,44660,086816517444,Lady Bligh Spiced Rum,73,750,12.00,7.50,90.00,No,434"
"Spiced Rum,43285,087000001930,Captain Morgan Original Spiced PET,70,750,12.00,13.59,163.08,No,260"
"Spiced Rum,43337,087000002708,Captain Morgan Original Spiced,70,""1,000"",12.00,17.63,211.56,No,260"
"Spiced Rum,43336,087000002715,Captain Morgan Original Spiced,70,750,12.00,13.59,163.08,No,260"
"Spiced Rum,43333,087000002739,Captain Morgan Original Spiced PET,70,200,48.00,4.13,198.24,No,260"
"Spiced Rum,43334,087000002777,Captain Morgan Original Spiced,70,375,24.00,7.50,180.00,No,260"
"Spiced Rum,43338,087000201156,Captain Morgan Original Spiced,70,""1,750"",6.00,27.00,162.00,No,260"
"Spiced Rum,43316,087000201781,Captain Morgan Private Stock,80,750,12.00,17.99,215.88,No,260"
"Spiced Rum,43318,087000202443,Captain Morgan Private Stock,80,""1,750"",6.00,29.25,175.50,No,260"
"Spiced Rum,43331,087000506336,Captain Morgan Original Spiced Mini,70,50,12.00,7.20,86.40,No,260"
"Spiced Rum,46146,088004027339,Caliber Spiced Rum,70,750,12.00,6.00,72.00,No,055"
"Spiced Rum,43025,088352117287,Admiral Nelson Spiced Rum PET,70,750,12.00,9.00,108.00,No,259"
"Spiced Rum,44258,096749011681,Blackheart Premium Spiced Rum,93,750,12.00,11.25,135.00,No,259"
"Spiced Rum,43026,096749086252,Admiral Nelson Spiced Rum,70,750,12.00,9.00,108.00,No,259"
"Spiced Rum,43028,096749086269,Admiral Nelson Spiced Rum,70,""1,750"",6.00,17.33,103.98,No,259"
"Spiced Rum,43022,096749086276,Admiral Nelson Spiced Rum Mini,70,50,8.00,8.49,67.92,No,259"
"Spiced Rum,43027,096749086283,Admiral Nelson Spiced Rum,70,""1,000"",12.00,11.24,134.88,No,259"
"Spiced Rum,43024,096749086313,Admiral Nelson Spiced Rum,70,375,24.00,4.49,107.76,No,259"
"Spiced Rum,43073,096749086535,Admiral Nelson Spiced 101,101,750,12.00,11.25,135.00,No,259"
"Spiced Rum,46506,811538013017,Kraken Black Spiced Rum,94,""1,750"",6.00,24.47,146.82,No,395"
"Spiced Rum,46504,811538013024,Kraken Black Spiced Rum,94,750,12.00,15.68,188.16,No,395"
"Spiced Rum,46497,811538013949,Kraken Black Spiced 70prf,70,750,12.00,14.99,179.88,No,395"
"Spiced Rum,46499,811538013963,Kraken Black Spiced Rum 70prf,70,""1,750"",6.00,23.72,142.32,No,395"
"Spiced Rum,72507,854647008123,Blue Ox Spiced Rum,70,750,12.00,7.50,90.00,No,626"
"Spiced Rum,72508,854647008130,Blue Ox Spiced Rum,70,""1,000"",12.00,9.00,108.00,No,626"
"Spiced Rum,72509,854647008147,Blue Ox Spiced Rum,70,""1,750"",6.00,13.50,81.00,No,626"
"Spiced Rum,72506,854647008185,Blue Ox Spiced Rum Mini,70,50,1.00,45.00,45.00,No,626"
"Spiced Rum,46001,856881004626,Blue Chair Bay Spiced Rum,70,750,12.00,14.01,168.12,No,305"
"Spiced Rum,74936,867971000305,Holy Hell,67,750,12,12,144,No,353"
"Straight Bourbon Whiskies,19028,080686034100,Jim Beam Black,86,""1,750"",6.00,33.75,202.50,No,065"
"Straight Bourbon Whiskies,19468,088004042288,Marksman,80,750,12.00,15.36,184.32,No,421"
"Straight Bourbon Whiskies,26814,019962231612,Steeple Ridge Bourbon,92,750,6.00,33.75,202.50,No,325"
"Straight Bourbon Whiskies,18990,019962789632,James E. Pepper 1776 Straight Bourbon Whiskey ''100 Proof'',100,750,6.00,24.50,147.00,No,886"
"Straight Bourbon Whiskies,16814,031259003542,Bib & Tucker Small Batch Bourbon Aged 6YR,92,750,6.00,42.51,255.06,No,978"
"Straight Bourbon Whiskies,19880,039383007184,Michters US*1 Small Batch Bourbon,91,750,6.00,34.38,206.28,No,287"
"Straight Bourbon Whiskies,18348,040063400317,Four Roses Small Batch,90,750,6.00,24.26,145.56,No,184"
"Straight Bourbon Whiskies,18352,040063400409,Four Roses Yellow Label,80,750,12.00,17.76,213.12,No,184"
"Straight Bourbon Whiskies,16850,080244002039,Blantons Bourbon,93,750,6.00,43.13,258.78,No,421"
"Straight Bourbon Whiskies,16562,080244002114,Angels Envy Bourbon Port Finished,87,750,6.00,36.75,220.50,No,035"
"Straight Bourbon Whiskies,16518,080244002114,Ancient Age Bourbon,80,""1,750"",6.00,17.70,106.20,No,421"
"Straight Bourbon Whiskies,16517,080244002121,Ancient Age Bourbon,80,""1,000"",12.00,11.25,135.00,No,421"
"Straight Bourbon Whiskies,16516,080244002138,Ancient Age Bourbon,80,750,12.00,9.24,110.88,No,421"
"Straight Bourbon Whiskies,18006,080244009236,Buffalo Trace Bourbon,90,750,12.00,19.50,234.00,No,421"
"Straight Bourbon Whiskies,16841,080244009397,Blanton Gold Bourbon,103,750,6.00,90.00,540.00,No,421"
"Straight Bourbon Whiskies,21242,080660001166,1792 Sweet Wheat Bourbon 6-750ML,91,750,6.00,28.50,171.00,No,055"
"Straight Bourbon Whiskies,21598,080660203010,Ten High,80,""1,750"",6.00,13.86,83.16,No,055"
"Straight Bourbon Whiskies,21597,080660203034,Ten High,80,""1,000"",12.00,7.41,88.92,No,055"
"Straight Bourbon Whiskies,21596,080660203058,Ten High,80,750,12.00,6.15,73.80,No,055"
"Straight Bourbon Whiskies,21594,080660203072,Ten High,80,375,24.00,4.44,106.56,No,055"
"Straight Bourbon Whiskies,19068,080686001102,Jim Beam,80,""1,750"",6.00,31.50,189.00,No,065"
"Straight Bourbon Whiskies,19070,080686001119,Jim Beam PET,80,""1,750"",6.00,31.50,189.00,No,065"
"Straight Bourbon Whiskies,19067,080686001201,Jim Beam,80,""1,000"",12.00,18.89,226.68,No,065"
"Straight Bourbon Whiskies,19066,080686001409,Jim Beam,80,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,19096,080686001430,Jim Beam PET,80,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,19064,080686001607,Jim Beam,80,375,24.00,8.25,198.00,No,065"
"Straight Bourbon Whiskies,19063,080686001706,Jim Beam,80,200,48.00,5.25,252.00,No,065"
"Straight Bourbon Whiskies,19062,080686001805,Jim Beam,80,100,48.00,1.88,90.24,No,065"
"Straight Bourbon Whiskies,19061,080686001904,Jim Beam Mini,80,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,19112,080686005018,Jim Beam Devils Cut,90,750,12.00,20.25,243.00,No,065"
"Straight Bourbon Whiskies,27410,080686006060,Jim Beam Honey,65,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,27409,080686006084,Jim Beam Honey,65,375,24.00,8.25,198.00,No,065"
"Straight Bourbon Whiskies,27408,080686006091,Jim Beam Honey Mini,65,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,27390,080686006169,Jim Beam Maple Mini,70,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,27392,080686006183,Jim Beam Maple,70,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,27783,080686006558,Jim Beam Apple,65,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,27780,080686006589,Jim Beam Apple Mini,65,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,27781,080686006602,Jim Beam Apple,65,100,48.00,1.88,90.24,No,065"
"Straight Bourbon Whiskies,28043,080686006855,Jim Beam Vanilla,65,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,28039,080686006893,Jim Beam Vanilla Mini,65,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,16682,080686012320,Basil Hayden,80,""1,750"",6.00,60.00,360.00,No,065"
"Straight Bourbon Whiskies,16676,080686012405,Basil Hayden 8YR,80,750,6.00,31.50,189.00,No,065"
"Straight Bourbon Whiskies,16580,080686015406,Baker's 7YR,107,750,6.00,45.00,270.00,No,065"
"Straight Bourbon Whiskies,19228,080686016106,Knob Creek,100,""1,750"",6.00,50.25,301.50,No,065"
"Straight Bourbon Whiskies,27604,080686016182,Knob Creek Smoked Maple,90,750,6.00,30.00,180.00,No,065"
"Straight Bourbon Whiskies,19227,080686016205,Knob Creek,100,""1,000"",6.00,37.01,222.06,No,065"
"Straight Bourbon Whiskies,19226,080686016403,Knob Creek,100,750,6.00,30.00,180.00,No,065"
"Straight Bourbon Whiskies,26977,080686016564,Knob Creek Cask Strength Rye,117,750,6.00,52.50,315.00,No,065"
"Straight Bourbon Whiskies,19048,080686018094,Jim Beam Double Oak,86,750,12.00,20.25,243.00,No,065"
"Straight Bourbon Whiskies,28279,080686021148,Jim Beam Peach,65,750,12.00,15.75,189.00,No,065"
"Straight Bourbon Whiskies,28278,080686021162,Jim Beam Peach,65,375,24.00,8.25,198.00,No,065"
"Straight Bourbon Whiskies,28275,080686021179,Jim Beam Peach Mini,65,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,28276,080686021209,Jim Beam Peach,65,100,48.00,1.88,90.24,No,065"
"Straight Bourbon Whiskies,26511,080686021728,Red Stag,65,100,48.00,1.88,90.24,No,065"
"Straight Bourbon Whiskies,86533,080686028017,SQRRL Peanut Butter Whiskey,70,750,12.00,18.75,225.00,No,065"
"Straight Bourbon Whiskies,86531,080686028031,SQRRL Peanut Butter Whiskey Mini,70,50,12.00,8.10,97.20,No,065"
"Straight Bourbon Whiskies,19026,080686034407,Jim Beam Black,86,750,12.00,20.25,243.00,No,065"
"Straight Bourbon Whiskies,19021,080686034902,Jim Beam Black Mini,86,50,12.00,10.95,131.40,No,065"
"Straight Bourbon Whiskies,20248,080686507123,Old Crow,80,""1,750"",6.00,15.75,94.50,No,065"
"Straight Bourbon Whiskies,20247,080686507208,Old Crow,80,""1,000"",12.00,7.50,90.00,No,065"
"Straight Bourbon Whiskies,20246,080686507406,Old Crow,80,750,12.00,8.25,99.00,No,065"
"Straight Bourbon Whiskies,20286,080686507437,Old Crow PET,80,750,12.00,8.25,99.00,No,065"
"Straight Bourbon Whiskies,20369,081128000707,Old Forester 1870 Whisky Row Series,90,750,6.00,33.74,202.44,No,085"
"Straight Bourbon Whiskies,16396,081128001063,Old Forester Signature 100prf Bourbon,100,750,12.00,17.70,212.40,No,085"
"Straight Bourbon Whiskies,22217,081128001483,Woodford Reserve,90,""1,000"",6.00,39.74,238.44,No,085"
"Straight Bourbon Whiskies,22215,081128001506,Woodford Reserve,90,750,12.00,33.74,404.88,No,085"
"Straight Bourbon Whiskies,20375,081128001735,Old Forester Statesman,95,750,6.00,41.22,247.32,No,085"
"Straight Bourbon Whiskies,20368,081128005009,Old Forester Bourbon 86prf,86,""1,750"",6.00,30.41,182.46,No,085"
"Straight Bourbon Whiskies,20366,081128005085,Old Forester Bourbon 86prf,86,750,12.00,16.38,196.56,No,085"
"Straight Bourbon Whiskies,17830,081128010508,Early Times 36 Mo Ky Str Bourbon PET,80,""1,750"",6.00,19.83,118.98,No,085"
"Straight Bourbon Whiskies,17826,081128010621,Early Times 36 Mo Ky Str Bourbon,80,750,12.00,10.53,126.36,No,085"
"Straight Bourbon Whiskies,22214,081128011680,Woodford Reserve,90,375,12.00,16.92,203.04,No,085"
"Straight Bourbon Whiskies,22207,081128013165,Woodford Reserve Straight Bourbon,90,""1,750"",6.00,59.64,357.84,No,085"
"Straight Bourbon Whiskies,22228,081128038960,Woodford Reserve Double Oaked,90,750,6.00,45.74,274.44,No,085"
"Straight Bourbon Whiskies,17090,082000760832,Bulleit Bourbon 10YR,91,750,12.00,35.25,423.00,No,260"
"Straight Bourbon Whiskies,17092,082000778516,Bulleit Bourbon Barrel Strength,120,750,6.00,37.49,224.94,No,260"
"Straight Bourbon Whiskies,21595,082928473852,Ten High PET,80,750,12.00,6.15,73.80,No,055"
"Straight Bourbon Whiskies,18290,083664873906,Fistful of Bourbon,90,750,6.00,22.50,135.00,No,240"
"Straight Bourbon Whiskies,18408,084848200105,G & W Bourbon,80,""1,750"",6.00,16.65,99.90,No,297"
"Straight Bourbon Whiskies,18407,084848200204,G & W Bourbon,80,""1,000"",12.00,9.62,115.44,No,297"
"Straight Bourbon Whiskies,19478,085246139417,Makers Mark,90,""1,750"",6.00,48.75,292.50,No,065"
"Straight Bourbon Whiskies,19477,085246139424,Makers Mark,90,""1,000"",12.00,33.06,396.72,No,065"
"Straight Bourbon Whiskies,19476,085246139431,Makers Mark,90,750,12.00,26.25,315.00,No,065"
"Straight Bourbon Whiskies,19471,085246171561,Maker''s Mark Mini,90,50,10.00,24.66,246.60,No,065"
"Straight Bourbon Whiskies,19475,085246185001,Makers Mark Replica,90,375,12.00,13.49,161.88,No,065"
"Straight Bourbon Whiskies,19486,085246500101,Makers 46,94,750,6.00,31.50,189.00,No,065"
"Straight Bourbon Whiskies,19481,085246500354,Makers Mark Cask Strength,110,750,6.00,47.25,283.50,No,065"
"Straight Bourbon Whiskies,19496,085246501634,Maker''s Mark Wood Finishing Series SE4,108,750,6.00,45.00,270.00,No,065"
"Straight Bourbon Whiskies,17088,087000004047,Bulleit Bourbon Frontier Whiskey,90,""1,750"",6.00,41.25,247.50,No,260"
"Straight Bourbon Whiskies,17086,087000005525,Bulleit Bourbon,90,750,12.00,24.75,297.00,No,260"
"Straight Bourbon Whiskies,17087,087000005549,Bulleit Bourbon,90,""1,000"",12.00,30.74,368.88,No,260"
"Straight Bourbon Whiskies,21602,088004005498,EH Taylor Jr Small Batch,100,750,6.00,33.00,198.00,No,421"
"Straight Bourbon Whiskies,21480,088004020842,Benchmark Old No 8,80,750,12.00,9.57,114.84,No,421"
"Straight Bourbon Whiskies,21986,088004025748,Weller Reserve 7YR Bourbon,90,750,12.00,13.50,162.00,No,421"
"Straight Bourbon Whiskies,86873,088004026653,Southern Comfort 80prf,80,750,12.00,17.25,207.00,No,421"
"Straight Bourbon Whiskies,21236,088100000021,Ridgemont Reserve 1792,93,750,6.00,24.18,145.08,No,055"
"Straight Bourbon Whiskies,17085,088352110806,Bulleit Bourbon,90,375,12.00,11.99,143.88,No,260"
"Straight Bourbon Whiskies,16988,088352110806,Bourbon Supreme Bourbon,80,""1,750"",6.00,15.00,90.00,No,434"
"Straight Bourbon Whiskies,16987,088352110813,Bourbon Supreme Bourbon,80,""1,000"",12.00,7.05,84.60,No,434"
"Straight Bourbon Whiskies,18198,088352110905,Ezra Brooks Sour Mash Bourbon,90,""1,750"",6.00,21.75,130.50,No,434"
"Straight Bourbon Whiskies,18196,088352110929,Ezra Brooks Sour Mash Bourbon,90,750,12.00,11.25,135.00,No,434"
"Straight Bourbon Whiskies,17566,088352113920,David Nicholson 1843 Bourbon,100,750,6.00,22.50,135.00,No,434"
"Straight Bourbon Whiskies,21208,088352117935,Rebel Yell KSBW,80,""1,750"",6.00,22.50,135.00,No,434"
"Straight Bourbon Whiskies,21206,088352117942,Rebel Yell KSBW,80,750,12.00,12.75,153.00,No,434"
"Straight Bourbon Whiskies,22244,088352130798,Yellowstone Select,93,750,6.00,30.00,180.00,No,434"
"Straight Bourbon Whiskies,21215,088352133942,Rebel Yell KSBW 100prf,100,750,6.00,15.00,90.00,No,434"
"Straight Bourbon Whiskies,17630,088352134291,Daviess County Kentucky Straight Bourbon Whiskey,96,750,6.00,33.75,202.50,No,434"
"Straight Bourbon Whiskies,86536,088352134796,Daviess County KSBW Cab Finished,96,750,6.00,37.50,225.00,No,434"
"Straight Bourbon Whiskies,17632,088352134802,Daviess County KSBW French Oak Finished,96,750,6.00,37.50,225.00,No,434"
"Straight Bourbon Whiskies,20536,089000010349,Kentucky Tavern,80,750,12.00,6.38,76.56,No,055"
"Straight Bourbon Whiskies,17520,089016016915,Clyde Mays Straight Bourbon,92,750,6.00,30.00,180.00,No,305"
"Straight Bourbon Whiskies,19019,089105510331,Jesse James Bourbon,80,750,12.00,14.28,171.36,No,294"
"Straight Bourbon Whiskies,26778,089105724103,Conciere Bourbon,80,""1,000"",12.00,12.26,147.12,No,803"
"Straight Bourbon Whiskies,17916,096749000067,Elijah Craig,94,750,12.00,22.50,270.00,No,259"
"Straight Bourbon Whiskies,17915,096749001873,Elijah Craig Small Batch,94,375,12.00,12.75,153.00,No,259"
"Straight Bourbon Whiskies,101086,096749002788,Elijah  Craig  Holiday  VAP w/ Old  Fashioned Cocktail Syrup,94,750,6.00,22.46,134.76,No,259"
"Straight Bourbon Whiskies,17913,096749002870,Elijah  Craig Toasted Barrel,94,750,6.00,37.50,225.00,No,259"
"Straight Bourbon Whiskies,18048,096749021123,Evan Williams Green Label,80,""1,750"",6.00,18.00,108.00,No,259"
"Straight Bourbon Whiskies,17958,096749021147,Evan Williams Black,86,""1,750"",6.00,23.25,139.50,No,259"
"Straight Bourbon Whiskies,17957,096749021246,Evan Williams  Black,86,""1,000"",12.00,13.01,156.12,No,259"
"Straight Bourbon Whiskies,18046,096749021321,Evan Williams Green Label,80,750,12.00,9.00,108.00,No,259"
"Straight Bourbon Whiskies,17956,096749021345,Evan Williams Black,86,750,12.00,12.00,144.00,No,259"
"Straight Bourbon Whiskies,18116,096749021772,Evan Williams Black PET,86,750,12.00,12.00,144.00,No,259"
"Straight Bourbon Whiskies,18856,096749031559,Larceny,92,750,6.00,20.25,121.50,No,259"
"Straight Bourbon Whiskies,17127,096749232406,Cabin Still Str Bourbon,80,""1,000"",12.00,7.50,90.00,No,259"
"Straight Bourbon Whiskies,16792,602938786508,Belle Meade Bourbon Cognac Cask Finish,90,750,6.00,60.65,363.90,No,115"
"Straight Bourbon Whiskies,16799,602938786669,Belle Meade Reserve Whiskey,112,750,6.00,48.51,291.06,No,115"
"Straight Bourbon Whiskies,16796,609224885853,Belle Meade Whiskey,90,750,6.00,40.43,242.58,No,115"
"Straight Bourbon Whiskies,19006,655709000013,Jeffersons Reserve,90,750,6.00,39.74,238.44,No,370"
"Straight Bourbon Whiskies,19009,655709000303,Jeffersons Very Small Batch,82,750,6.00,26.43,158.58,No,370"
"Straight Bourbon Whiskies,27560,689076854757,Stranahans Colorado Whiskey,94,750,6.00,43.68,262.08,No,395"
"Straight Bourbon Whiskies,22102,721059002844,Wild Turkey Longbranch,86,750,6.00,30.00,180.00,No,619"
"Straight Bourbon Whiskies,22123,721059841757,Wild Turkey 81,81,""1,750"",6.00,30.00,180.00,No,619"
"Straight Bourbon Whiskies,22121,721059847506,Wild Turkey 81,81,750,12.00,17.10,205.20,No,619"
"Straight Bourbon Whiskies,22157,721059891004,Wild Turkey 101,101,""1,000"",12.00,24.99,299.88,No,619"
"Straight Bourbon Whiskies,22158,721059891752,Wild Turkey 101,101,""1,750"",6.00,37.50,225.00,No,619"
"Straight Bourbon Whiskies,22155,721059893763,Wild Turkey 101 Round,101,375,12.00,9.75,117.00,No,619"
"Straight Bourbon Whiskies,22151,721059895002,Wild Turkey 101 Mini,101,50,12.00,18.68,224.16,No,619"
"Straight Bourbon Whiskies,22156,721059897501,Wild Turkey 101,101,750,12.00,21.00,252.00,No,619"
"Straight Bourbon Whiskies,22175,721059957502,Russells Reserve 10YR,90,750,6.00,30.00,180.00,No,619"
"Straight Bourbon Whiskies,27245,727908999655,Leadslingers Bourbon,80,750,6.00,28.50,171.00,No,163"
"Straight Bourbon Whiskies,26752,742832073059,3-Oaks Distillery Straight Bourbon Whiskey,90,750,6.00,27.00,162.00,No,215"
"Straight Bourbon Whiskies,24906,811538014359,Old Camp Whiskey,80,750,12.00,16.25,195.00,No,395"
"Straight Bourbon Whiskies,16843,812459014664,Bird Dog Kentucky Straight Bourbon,84,750,6.00,15.03,90.18,No,492"
"Straight Bourbon Whiskies,19017,814794010646,Jeffersons Ocean Aged at Sea,90,750,6.00,59.97,359.82,Yes,370"
"Straight Bourbon Whiskies,28032,815079020404,Brown Sugar Bourbon,60,750,12.00,15.00,180.00,No,554"
