"Category,Item number,Barcode,Description,Proof,Bottle size (ml),Case quantity,Bottle price,Case price,TPR,Bailment Number"
"American Schnapps,81208,086816101926,Paramount Peppermint Schnapps,50,""1,750"",6.00,11.25,67.50,No,434"
"American Schnapps,81207,086816101933,Paramount Peppermint Schnapps,50,""1,000"",12.00,6.42,77.04,No,434"
"American Schnapps,81206,086816101940,Paramount Peppermint Schnapps,50,750,12.00,6.00,72.00,No,434"
"American Schnapps,81204,086816101995,Paramount Peppermint Schnapps,50,375,24.00,3.42,82.08,No,434"
"American Schnapps,84496,086816105344,Paramount Strawberry Schnapps,44,750,12.00,7.50,90.00,No,434"
"American Schnapps,84457,086816106532,Paramount Peach Schnapps,44,""1,000"",12.00,8.13,97.56,No,434"
"American Schnapps,84456,086816106549,Paramount Peach Schnapps,44,750,12.00,7.50,90.00,No,434"
"American Schnapps,81406,086816111345,Thunder 101 Peppermint Schnapps,101,750,12.00,12.00,144.00,No,434"
"American Schnapps,84617,087116034617,Phillips Root Beer Schnapps,41,""1,000"",12.00,8.25,99.00,No,380"
"American Schnapps,83363,087116035539,Ice Hole Butterscotch Schnapps,80,750,12.00,7.73,92.76,No,380"
"American Schnapps,83370,087116035607,Ice Hole Mint Schnapps,75,750,12.00,7.73,92.76,No,380"
"American Schnapps,83357,087116035669,Ice Hole Plum Schnapps,40,""1,000"",12.00,10.13,121.56,No,380"
"American Schnapps,80826,088004015480,Ice 101 Peppermint Schnapps,101,750,12.00,14.25,171.00,No,421"
"American Schnapps,82957,088004015503,Firewater Cinnamon Schnapps,100,""1,000"",12.00,14.81,177.72,No,421"
"American Schnapps,83907,088004016098,Maui Blue Hawaiian Schnapps,30,""1,000"",12.00,6.81,81.72,No,421"
"American Schnapps,83906,088004016104,Maui Blue Hawaiian Schnapps,30,750,12.00,5.51,66.12,No,421"
"American Schnapps,84211,088004023812,99 Root Beer,99,750,12.00,11.25,135.00,No,055"
"American Schnapps,84207,088004023850,99 Root Beer Mini,99,50,10.00,9.00,90.00,No,055"
"American Schnapps,81124,088004024086,99 Peppermint Mini,99,50,10.00,9.00,90.00,No,055"
"American Schnapps,87054,088004038557,99 Peanut Butter Whiskey Mini,99,50,1.00,90.00,90.00,No,055"
"American Schnapps,84226,088004039653,99 Strawberries Mini,99,50,10.00,9.00,90.00,No,055"
"American Schnapps,84222,088004039660,99 Blue Raspberries,99,50,10.00,9.00,90.00,No,055"
"American Schnapps,84224,088004039677,99 Lemon Lime,99,50,10.00,9.00,90.00,No,055"
"American Schnapps,101180,088004040529,99 Fruits 10PK,99,50,12.00,7.50,90.00,No,055"
"American Schnapps,80571,088352117539,Arrow Peppermint Schnapps Mini,54,50,12.00,6.83,81.96,No,434"
"American Schnapps,80578,088352118253,Arrow Peppermint Schnapps,54,""1,750"",6.00,10.50,63.00,No,434"
"American Schnapps,82127,088352118475,Arrow Peach Schnapps,30,""1,000"",12.00,7.50,90.00,No,434"
"American Schnapps,80577,088352118482,Arrow Peppermint Schnapps,54,""1,000"",12.00,6.00,72.00,No,434"
"American Schnapps,82147,088352118499,Arrow Raspberry Schnapps,30,""1,000"",12.00,7.50,90.00,No,434"
"American Schnapps,82187,088352118529,Arrow Spearmint Schnapps,54,""1,000"",12.00,7.50,90.00,No,434"
"American Schnapps,81966,088352118659,Arrow Mcdales Butterscotch Schnapps,30,750,12.00,7.11,85.32,No,434"
"American Schnapps,82126,088352118840,Arrow Peach Schnapps,34,750,12.00,7.11,85.32,No,434"
"American Schnapps,80576,088352118857,Arrow Peppermint Schnapps,54,750,12.00,5.25,63.00,No,434"
"American Schnapps,82146,088352118864,Arrow Raspberry Schnapps,30,750,12.00,7.11,85.32,No,434"
"American Schnapps,80574,088352119038,Arrow Peppermint Schnapps,54,375,24.00,3.39,81.36,No,434"
"American Schnapps,80580,088352122175,Arrow Super Peppermint Schnapps,100,750,12.00,7.50,90.00,No,434"
"American Schnapps,81177,089000017386,Mr. Boston Peppermint Schnapps,30,""1,000"",12.00,5.76,69.12,No,055"
"American Schnapps,76477,089000019045,Mr. Boston Melon,34,""1,000"",12.00,7.50,90.00,No,055"
"American Schnapps,85437,089000019588,Mr. Boston Blue Curacao,30,""1,000"",12.00,6.75,81.00,No,055"
"American Schnapps,84159,089000118359,99 Apples,99,750,12.00,11.25,135.00,No,055"
"American Schnapps,84307,089000512430,Mr. Boston Peach,30,""1,000"",12.00,7.50,90.00,No,055"
"American Schnapps,76457,089000515738,Mr. Boston Black Raspberry Schnapps,30,750,12.00,7.50,90.00,No,055"
"American Schnapps,84166,089000515950,99 Blackberries,99,750,12.00,11.25,135.00,No,055"
"American Schnapps,84367,089000524334,Mr. Boston Sour Apple Schnapps,30,""1,000"",12.00,7.50,90.00,No,055"
"American Schnapps,84171,089000620104,99 Bananas,99,100,48.00,1.34,64.32,No,055"
"American Schnapps,84141,089000990641,99 Peaches,99,750,12.00,11.25,135.00,No,055"
"American Schnapps,85550,089540125435,Hiram Walker Orange Curacao,30,""1,000"",12.00,6.74,80.88,No,370"
"American Sloe Gins,33717,086816102336,Paramount Sloe Gin,50,""1,000"",12.00,8.13,97.56,No,434"
"American Sloe Gins,33697,089000012831,Mr. Boston Sloe Gin,60,""1,000"",12.00,8.13,97.56,No,055"
"American Vodkas,37281,088004028039,Silver River PET,80,""1,750"",6.00,10.50,63.00,No,421"
"American Vodkas,37280,088004028046,Silver River,80,750,12.00,6.30,75.60,No,421"
"American Vodkas,37020,019962231216,North Forty Vodka,80,750,6.00,19.50,117.00,No,325"
"American Vodkas,37640,022099147701,River Baron Artisian Spirit,80,750,6.00,21.03,126.18,No,306"
"American Vodkas,37642,022099147732,River Pilot Vodka,80,750,6.00,12.38,74.28,No,306"
"American Vodkas,38031,080432901106,Smithworks,80,750,12.00,11.24,134.88,No,370"
"American Vodkas,38033,080432901120,Smithworks,80,""1,750"",6.00,22.49,134.94,No,370"
"American Vodkas,35314,080660472072,Barton Vodka,80,375,24.00,2.57,61.68,No,055"
"American Vodkas,35313,080660472089,Barton Vodka,80,200,48.00,1.70,81.60,No,055"
"American Vodkas,35318,080660472614,Barton Vodka,80,""1,750"",6.00,10.38,62.28,No,055"
"American Vodkas,35317,080660472638,Barton Vodka,80,""1,000"",12.00,5.96,71.52,No,055"
"American Vodkas,35316,080660472652,Barton Vodka,80,750,12.00,5.06,60.72,No,055"
"American Vodkas,40121,080853228936,Devil''s Spring Vodka,151,750,12.00,10.01,120.12,No,421"
"American Vodkas,39430,080853228943,Devil''s Spring Vodka,151,375,24.00,6.30,151.20,No,421"
"American Vodkas,37997,082000000051,Smirnoff 80prf,80,""1,000"",12.00,13.88,166.56,No,260"
"American Vodkas,37996,082000000068,Smirnoff 80prf,80,750,12.00,12.38,148.56,No,260"
"American Vodkas,37993,082000000082,Smirnoff 80prf,80,200,48.00,3.81,182.88,No,260"
"American Vodkas,39866,082000000105,Smirnoff 100prf,100,750,12.00,14.25,171.00,No,260"
"American Vodkas,40926,082000000167,Smirnoff Silver 90prf,90,750,12.00,12.38,148.56,No,260"
"American Vodkas,37417,082000000419,Popov 80prf,80,""1,000"",12.00,8.25,99.00,No,421"
"American Vodkas,37416,082000000426,Popov 80prf,80,750,12.00,6.75,81.00,No,421"
"American Vodkas,37413,082000000440,Popov 80prf,80,200,48.00,2.63,126.24,No,421"
"American Vodkas,37414,082000000501,Popov 80prf,80,375,24.00,4.50,108.00,No,421"
"American Vodkas,37994,082000005612,Smirnoff 80prf,80,375,24.00,7.13,171.12,No,260"
"American Vodkas,38006,082000009504,Smirnoff 80prf PET,80,750,12.00,12.38,148.56,No,260"
"American Vodkas,37998,082000105701,Smirnoff 80prf,80,""1,750"",6.00,22.13,132.78,No,260"
"American Vodkas,39868,082000105749,Smirnoff 100prf,100,""1,750"",6.00,24.00,144.00,No,260"
"American Vodkas,37426,082000125945,Popov 80prf PET,80,750,12.00,6.75,81.00,No,421"
"American Vodkas,37991,082000726371,Smirnoff 80prf Mini,80,50,12.00,11.21,134.52,No,260"
"American Vodkas,38008,082000727606,Smirnoff 80prf PET,80,""1,750"",6.00,22.13,132.78,No,260"
"American Vodkas,36650,082928100017,Caliber Vodka,80,""1,750"",6.00,10.38,62.28,No,055"
"American Vodkas,36648,082928100031,Caliber Vodka,80,750,12.00,4.97,59.64,No,055"
"American Vodkas,36690,082928100048,Caliber Vodka,80,375,24.00,3.17,76.08,No,055"
"American Vodkas,35315,082928114151,Barton Vodka PET,80,750,12.00,5.06,60.72,No,055"
"American Vodkas,35948,082928214318,Fleischmanns 80prf Vodka,80,""1,750"",6.00,9.75,58.50,No,055"
"American Vodkas,35947,082928214332,Fleischmanns 80prf Vodka,80,""1,000"",12.00,5.25,63.00,No,055"
"American Vodkas,35946,082928214349,Fleischmanns 80prf Vodka,80,750,12.00,4.50,54.00,No,055"
"American Vodkas,35944,082928214363,Fleischmanns 80prf Vodka,80,375,24.00,2.61,62.64,No,055"
"American Vodkas,36733,084279982540,Grays Peak Vodka,80,""1,750"",6.00,22.50,135.00,No,322"
"American Vodkas,37141,084279995243,Kinky Vodka,80,750,6.00,10.50,63.00,No,322"
"American Vodkas,36591,084279995250,Kinky Vodka Mini,80,50,6.00,7.43,44.58,No,322"
"American Vodkas,35918,084848500106,Five O'Clock Vodka,80,""1,750"",6.00,10.80,64.80,No,297"
"American Vodkas,35917,084848500205,Five O'Clock Vodka,80,""1,000"",12.00,6.26,75.12,No,297"
"American Vodkas,35916,084848500304,Five O'Clock Vodka,80,750,12.00,5.06,60.72,No,297"
"American Vodkas,35926,084848500403,Five O'Clock Vodka PET,80,750,12.00,5.06,60.72,No,297"
"American Vodkas,35913,084848500502,Five O'Clock Vodka,80,200,48.00,1.70,81.60,No,297"
"American Vodkas,35914,084848500908,Five O'Clock Vodka,80,375,24.00,2.90,69.60,No,297"
"American Vodkas,36982,085000006733,New Amsterdam Gluten Free Mini,80,50,10.00,8.31,83.10,No,205"
"American Vodkas,36965,085000008805,New Amsterdam 80prf Mini,80,50,10.00,8.31,83.10,No,205"
"American Vodkas,36966,085000019467,New Amsterdam 80prf,80,100,48.00,1.50,72.00,No,205"
"American Vodkas,36967,085000019474,New Amsterdam 80prf,80,200,24.00,2.99,71.76,No,205"
"American Vodkas,36968,085000019481,New Amsterdam 80prf,80,375,24.00,5.25,126.00,No,205"
"American Vodkas,36969,085000019498,New Amsterdam 80prf,80,750,12.00,11.25,135.00,No,205"
"American Vodkas,36970,085000019504,New Amsterdam 80prf,80,""1,000"",12.00,11.00,132.00,No,205"
"American Vodkas,36971,085000019511,New Amsterdam 80prf,80,""1,750"",6.00,21.00,126.00,No,205"
"American Vodkas,39466,085000024317,New Amsterdam 100prf,100,750,12.00,12.75,153.00,No,205"
"American Vodkas,36983,085000028636,New Amsterdam Gluten Free,80,750,12.00,11.25,135.00,No,205"
"American Vodkas,38581,085254600596,Wisconsin Club Vodka,80,""1,750"",6.00,9.75,58.50,No,209"
"American Vodkas,36908,085592104510,McCormick 80prf Vodka PET,80,""1,750"",6.00,11.21,67.26,No,300"
"American Vodkas,36887,085592104534,McCormick 80prf Vodka,80,""1,000"",12.00,6.20,74.40,No,300"
"American Vodkas,36886,085592104541,McCormick 80prf Vodka,80,750,12.00,4.97,59.64,No,300"
"American Vodkas,36904,085592104565,McCormick 80prf Vodka PET,80,375,24.00,2.70,64.80,No,300"
"American Vodkas,36903,085592104572,McCormick 80prf Vodka,80,200,48.00,1.70,81.60,No,300"
"American Vodkas,36901,085592104589,McCormick 80prf Vodka Mini,80,50,6.00,7.05,42.30,No,300"
"American Vodkas,40118,085592117213,Dueces Wild Vodka,70,""1,750"",6.00,10.22,61.32,No,300"
"American Vodkas,38169,085592133756,360 Vodka,80,750,12.00,10.50,126.00,No,300"
"American Vodkas,36124,085606500208,Deep Eddy 80prf,80,""1,750"",6.00,21.74,130.44,No,259"
"American Vodkas,37937,085676101107,Skol Vodka,80,""1,000"",12.00,6.63,79.56,No,055"
"American Vodkas,37938,085676101176,Skol Vodka,80,""1,750"",6.00,10.67,64.02,No,055"
"American Vodkas,37934,085676101374,Skol Vodka,80,375,24.00,2.61,62.64,No,055"
"American Vodkas,37936,085676101756,Skol Vodka,80,750,12.00,5.46,65.52,No,055"
"American Vodkas,37935,085676101763,Skol Vodka PET,80,750,12.00,5.46,65.52,No,055"
"American Vodkas,37217,086816121337,Paramount Vodka,80,""1,000"",12.00,6.38,76.56,No,434"
"American Vodkas,36668,086816506127,Korski Vodka,80,""1,750"",6.00,9.75,58.50,No,434"
"American Vodkas,36667,086816506134,Korski Vodka,80,""1,000"",12.00,5.25,63.00,No,434"
"American Vodkas,37663,087116001794,Row Vodka,80,750,12.00,9.45,113.40,No,380"
"American Vodkas,37665,087116001800,Row Vodka,80,""1,750"",6.00,18.33,109.98,No,380"
"American Vodkas,37664,087116001855,Row Vodka Mini,80,50,12.00,5.27,63.24,No,380"
"American Vodkas,37381,087116002968,Novaterra Organic Vodka,80,750,12.00,12.77,153.24,No,380"
"American Vodkas,38494,087116003989,Waving Plains Vodka,80,750,12.00,9.75,117.00,No,380"
"American Vodkas,37356,087116011267,Phillips Vodka,80,750,12.00,5.36,64.32,No,380"
"American Vodkas,37338,087116014633,UV Vodka PET,80,""1,750"",6.00,17.25,103.50,No,380"
"American Vodkas,37336,087116014671,UV Vodka,80,750,12.00,10.50,126.00,No,380"
"American Vodkas,37348,087116018099,Phillips Vodka,80,""1,750"",6.00,11.40,68.40,No,380"
"American Vodkas,37346,087116018129,Phillips Vodka,80,750,12.00,5.36,64.32,No,380"
"American Vodkas,37526,087116019126,Prairie Organic Vodka,80,750,6.00,16.50,99.00,No,380"
"American Vodkas,37347,087116048324,Phillips Vodka,80,""1,000"",12.00,6.44,77.28,No,380"
"American Vodkas,38089,088004005696,Platinum 7x Vodka,80,100,48.00,1.34,64.32,No,421"
"American Vodkas,36978,088004010423,Nikolai Vodka,80,""1,750"",6.00,9.75,58.50,Yes,421"
"American Vodkas,36976,088004010447,Nikolai Vodka,80,750,12.00,4.91,58.92,No,421"
"American Vodkas,36974,088004010461,Nikolai Vodka,80,375,24.00,2.57,61.68,No,421"
"American Vodkas,36354,088004010690,Heroes Vodka,80,750,12.00,9.99,119.88,No,231"
"American Vodkas,38088,088004012724,Platinum 7x Vodka,80,""1,750"",6.00,14.16,84.96,No,421"
"American Vodkas,38086,088004012748,Platinum 7x Vodka PET,80,750,12.00,7.50,90.00,No,421"
"American Vodkas,36356,088004024642,Heroes Vodka,80,""1,750"",6.00,15.00,90.00,No,231"
"American Vodkas,36900,088004027902,Barton Naturals,80,""1,750"",6.00,10.38,62.28,No,055"
"American Vodkas,36889,088004027919,Barton Naturals,80,""1,000"",12.00,5.96,71.52,No,055"
"American Vodkas,37418,088004035839,Popov 80prf,80,""1,750"",6.00,12.75,76.50,No,421"
"American Vodkas,36308,088352109732,Hawkeye Vodka,80,""1,750"",6.00,10.76,64.56,No,434"
"American Vodkas,36307,088352109749,Hawkeye Vodka,80,""1,000"",12.00,6.08,72.96,No,434"
"American Vodkas,36306,088352109930,Hawkeye Vodka,80,750,12.00,5.01,60.12,No,434"
"American Vodkas,36304,088352113579,Hawkeye Vodka,80,375,24.00,2.79,66.96,No,434"
"American Vodkas,36301,088352118147,Hawkeye Vodka Mini,80,50,12.00,6.20,74.40,No,434"
"American Vodkas,36305,088352119397,Hawkeye Vodka PET,80,750,12.00,5.01,60.12,No,434"
"American Vodkas,36302,088352127637,Hawkeye Vodka,80,200,48.00,1.73,83.04,No,434"
"American Vodkas,36188,088600000101,Gordons 80prf Vodka PET,80,""1,750"",6.00,14.61,87.66,No,260"
"American Vodkas,36186,088600000125,Gordons 80prf Vodka,80,750,12.00,7.89,94.68,No,260"
"American Vodkas,37067,089000012244,Mr Boston Vodka,80,""1,000"",12.00,5.96,71.52,No,055"
"American Vodkas,35776,089000114900,Barton Vodka Mini,80,50,10.00,5.88,58.80,No,055"
"American Vodkas,36928,089105024104,Conciere Vodka,80,""1,000"",12.00,8.63,103.56,No,803"
"American Vodkas,35416,096749002047,Burnetts Vodka 80prf,80,750,12.00,6.75,81.00,No,259"
"American Vodkas,35418,096749200313,Burnetts Vodka 80prf,80,""1,750"",6.00,14.24,85.44,No,259"
"American Vodkas,38177,619947000013,Titos Handmade Vodka,80,""1,000"",12.00,19.01,228.12,No,301"
"American Vodkas,38176,619947000020,Titos Handmade Vodka,80,750,12.00,15.00,180.00,No,301"
"American Vodkas,38178,619947000037,Titos Handmade Vodka,80,""1,750"",6.00,28.50,171.00,No,301"
"American Vodkas,38179,619947000044,Titos Handmade Vodka,80,200,24.00,5.24,125.76,No,301"
"American Vodkas,38174,619947000051,Titos Handmade Vodka,80,375,12.00,8.13,97.56,No,301"
"American Vodkas,938180,619947000068,Titos Handmade Vodka Mini,80,50,1.00,96.00,96.00,No,301"
"American Vodkas,38194,619947000082,Titos Handmade Vodka Mini,80,50,5.00,19.20,96.00,No,301"
"American Vodkas,38180,619947000082,Titos Handmade Vodka Mini,80,50,5.00,19.20,96.00,No,301"
"American Vodkas,37880,720815985575,Seagrams Extra Smooth Vodka,80,200,24.00,2.64,63.36,No,255"
"American Vodkas,37889,720815985629,Seagrams Extra Smooth Vodka,80,375,12.00,4.20,50.40,No,255"
"American Vodkas,37886,720815985735,Seagrams Extra Smooth Vodka,80,750,12.00,8.07,96.84,No,255"
"American Vodkas,37888,720815986046,Seagrams Extra Smooth Vodka,80,""1,750"",6.00,15.00,90.00,No,255"
"American Vodkas,37881,720815986602,Seagrams Extra Smooth Vodka Mini,80,50,12.00,6.90,82.80,No,255"
"American Vodkas,37986,721059007504,Skyy Vodka,80,750,12.00,11.25,135.00,No,619"
"American Vodkas,37987,721059010009,Skyy Vodka,80,""1,000"",12.00,18.53,222.36,No,619"
"American Vodkas,37988,721059017503,Skyy Vodka,80,""1,750"",6.00,22.50,135.00,No,619"
"American Vodkas,38073,850001558020,State Vodka,80,750,12.00,10.50,126.00,No,617"
"American Vodkas,38075,850001558044,State Vodka,80,""1,750"",6.00,21.00,126.00,No,617"
"American Vodkas,36006,850183002168,Fuzzys 80prf,80,750,6.00,18.00,108.00,No,305"
"American Vodkas,37103,850826008007,Okoboji Vodka,80,750,6.00,15.38,92.28,No,566"
"American Vodkas,36878,850826008014,Foundry Vodka,80,750,6.00,11.90,71.40,No,566"
"American Vodkas,37095,850826008250,Butcher's Block Vodka,80,750,12.00,12.65,151.80,No,566"
"American Vodkas,37189,850826008267,Okoboji Vodka,80,50,1.00,45.00,45.00,No,566"
"American Vodkas,36873,854647008000,Blue Ox Vodka,80,750,12.00,4.95,59.40,No,626"
"American Vodkas,36874,854647008017,Blue Ox Vodka,80,""1,000"",12.00,5.93,71.16,No,626"
"American Vodkas,36875,854647008024,Blue Ox Vodka,80,""1,750"",6.00,9.98,59.88,No,626"
"American Vodkas,36872,854647008154,Blue Ox Vodka Mini,80,50,1.00,45.00,45.00,No,626"
"American Vodkas,36985,854647008277,Blue Ox Vodka,80,375,24.00,2.69,64.56,No,626"
"American Vodkas,36989,854647008284,Blue Ox Vodka PET,80,750,12.00,5.24,62.88,No,626"
"American Vodkas,37178,854647008475,Go Big Vodka,80,""1,750"",6.00,10.50,63.00,No,626"
"American Vodkas,37384,854647008611,Asteria Vodka,80,750,12.00,9.00,108.00,No,626"
"American Vodkas,38056,854781004319,Swell Vodka,80,750,12.00,9.00,108.00,No,195"
"American Vodkas,38058,854781004326,Swell Vodka,80,""1,000"",12.00,10.77,129.24,No,195"
"American Vodkas,38046,854781004524,Swell Zone Vodka,80,750,12.00,14.16,169.92,No,154"
"American Vodkas,37393,855810007110,Just Another Vodka - Red,80,750,12.00,14.22,170.64,No,525"
"American Vodkas,37394,855810007127,Just Another Vodka - Black,80,750,12.00,14.22,170.64,No,525"
"American Vodkas,36122,856065002059,Deep Eddy 80prf,80,750,12.00,12.75,153.00,No,259"
"American Vodkas,39555,856065002400,Deep Eddy Lemon Mini,70,50,12.00,6.32,75.84,No,259"
"American Vodkas,38507,856417003000,Western Son Original,80,750,12.00,13.52,162.24,No,521"
"American Vodkas,38508,856417003024,Western Son Original Vodka,80,""1,750"",6.00,22.55,135.30,No,521"
"American Vodkas,37040,856695001002,Ocean Organic Vodka,80,750,6.00,22.50,135.00,No,273"
"American Vodkas,36709,858481005294,Premium Vodka,80,750,6.00,16.50,99.00,No,232"
"American Vodkas,36258,858506004042,Dehner Distillery Vodka,80,750,12.00,7.50,90.00,No,229"
"American Vodkas,37605,858506004134,Red Fox Vodka,80,750,12.00,4.50,54.00,No,229"
"American Vodkas,37606,858506004288,Red Fox Vodka,80,""1,000"",12.00,5.25,63.00,No,229"
"American Vodkas,37607,858506004295,Red Fox Vodka,80,""1,750"",6.00,9.75,58.50,No,229"
"American Vodkas,37257,858506004493,Gotcha Vodka 750ml,80,750,12.00,4.50,54.00,No,229"
"American Vodkas,37258,858506004509,Gotcha Vodka 1L,80,""1,000"",12.00,5.25,63.00,No,229"
"American Vodkas,37259,858506004516,Gotcha Vodka 1.75L,80,""1,750"",6.00,9.75,58.50,No,229"
"American Vodkas,35586,859824001003,Clearheart Vodka,80,750,6.00,18.45,110.70,No,125"
"American Vodkas,37125,859824001942,Bagger Vodka,80,""1,000"",12.00,18.75,225.00,No,125"
"American Vodkas,37215,860001121209,Y-not Vodka,80,750,12.00,15.00,180.00,No,584"
"American Vodkas,37047,860199002601,Gray Duck Vodka,80,""1,000"",12.00,18.89,226.68,No,586"
"American Vodkas,37048,860199002618,Gray Duck Vodka,80,""1,750"",6,28.25,169.5,No,586"
"American Vodkas,36673,861478000103,Colorado High Vodka,80,750,12,16.5,198,No,519"
"American Vodkas,36723,863037000159,Iowa Legendary Rye Vodka,80,750,6,22.5,135,No,116"
"American Vodkas,36447,863835000009,Ingenioz,80,750,12,18.81,225.72,No,402"
"American Vodkas,37131,865911000439,Century Farms Open Gate Vodka,80,750,12,12.08,144.96,No,594"
"American Vodkas,40196,897291000082,Firefly 80prf,80,750,12,14.01,168.12,No,421"
"American Vodkas,39515,897291000716,Firefly 80prf Mini,80,50,10,9,90,No,421"
"Blended Whiskies,24648,088004028015,Madison Creek,80,""1,750"",6.00,11.01,66.06,No,421"
"Blended Whiskies,16026,080368000027,Hatozaki Finest Japanese Whisky,80,750,6.00,34.73,208.38,No,338"
"Blended Whiskies,217215,080368800801,Hatozaki Small Batch Japanese Whisky,92,750,6.00,52.14,312.84,No,338"
"Blended Whiskies,27544,080686001027,Red Stag Black Cherry,65,750,12.00,15.75,189.00,No,065"
"Blended Whiskies,27680,080686006367,Jim Beam Kentucky Fire Mini,65,50,12.00,8.10,97.20,No,065"
"Blended Whiskies,27682,080686006381,Jim Beam Kentucky Fire,65,750,12.00,15.75,189.00,No,065"
"Blended Whiskies,27723,080686006510,Jim Beam Honey,65,100,48.00,1.88,90.24,No,065"
"Blended Whiskies,27782,080686006572,Jim Beam Apple,65,375,24.00,8.25,198.00,No,065"
"Blended Whiskies,22788,080686022107,Beams 8 Star Bl Whiskey,80,""1,750"",6.00,12.00,72.00,No,065"
"Blended Whiskies,22787,080686022206,Beams 8 Star Bl Whiskey,80,""1,000"",12.00,7.04,84.48,No,065"
"Blended Whiskies,22786,080686022404,Beams 8 Star Bl Whiskey,80,750,12.00,6.00,72.00,No,065"
"Blended Whiskies,22784,080686022602,Beams 8 Star Bl Whiskey,80,375,24.00,3.14,75.36,No,065"
"Blended Whiskies,22783,080686022701,Beams 8 Star Bl Whiskey,80,200,48.00,1.97,94.56,No,065"
"Blended Whiskies,23278,080686041122,Calvert Extra Blended Whiskey,80,""1,750"",6.00,16.53,99.18,No,434"
"Blended Whiskies,23277,080686041207,Calvert Extra Blended Whiskey,80,""1,000"",12.00,10.32,123.84,No,434"
"Blended Whiskies,24458,080686042129,Kessler Blend Whiskey,80,""1,750"",6.00,16.50,99.00,No,065"
"Blended Whiskies,24457,080686042204,Kessler Blend Whiskey,80,""1,000"",12.00,10.76,129.12,No,065"
"Blended Whiskies,24456,080686042402,Kessler Blend Whiskey,80,750,12.00,8.27,99.24,No,065"
"Blended Whiskies,24466,080686042433,Kessler Blend Whiskey PET,80,750,12.00,8.27,99.24,No,065"
"Blended Whiskies,24454,080686042600,Kessler Blend Whiskey,80,375,24.00,4.73,113.52,No,065"
"Blended Whiskies,24453,080686042709,Kessler Blend Whiskey,80,200,48.00,2.75,132.00,No,065"
"Blended Whiskies,24451,080686042921,Kessler Blend Whiskey Mini,80,50,12.00,8.10,97.20,No,065"
"Blended Whiskies,25878,080686479109,Sunny Brook Blend Whiskey,80,""1,750"",6.00,12.00,72.00,No,065"
"Blended Whiskies,25877,080686479208,Sunny Brook Blend Whiskey,80,""1,000"",12.00,7.50,90.00,No,065"
"Blended Whiskies,15982,080686957010,Toki Suntory Japanese Whisky,86,750,6.00,31.49,188.94,No,065"
"Blended Whiskies,27554,082000002543,Seagrams 7 Crown Dark Honey,80,750,12.00,10.50,126.00,No,260"
"Blended Whiskies,67273,082000761884,Yukon Jack Jacapple,70,750,12.00,13.88,166.56,No,421"
"Blended Whiskies,27751,082000767626,Seagrams 7 Crown Orchard Apple,71,750,12.00,10.50,126.00,No,260"
"Blended Whiskies,23708,082928200212,Fleischmanns Whiskey,80,""1,750"",6.00,11.00,66.00,No,055"
"Blended Whiskies,5844,083664874224,Monkey Shoulder,86,""1,750"",6.00,52.50,315.00,No,240"
"Blended Whiskies,23828,084848220103,Five Star,80,""1,750"",6.00,11.43,68.58,No,297"
"Blended Whiskies,23827,084848220202,Five Star,80,""1,000"",12.00,6.60,79.20,No,297"
"Blended Whiskies,23826,084848220301,Five Star,80,750,12.00,5.25,63.00,No,297"
"Blended Whiskies,23626,084848220400,Five Star PET,80,750,12.00,5.25,63.00,No,297"
"Blended Whiskies,23823,084848220509,Five Star,80,200,48.00,1.97,94.56,No,297"
"Blended Whiskies,23824,084848220905,Five Star,80,375,24.00,3.14,75.36,No,297"
"Blended Whiskies,24728,085592104312,Mccormick Blend Whiskey PET,80,""1,750"",6.00,12.30,73.80,No,300"
"Blended Whiskies,24706,085592104343,Mccormick Blend Whiskey,80,750,12.00,6.14,73.68,No,300"
"Blended Whiskies,25601,087000003262,Seagrams 7 Crown Mini,80,50,12.00,9.26,111.12,No,260"
"Blended Whiskies,25616,087000003385,Seagrams 7 Crown PET Flask,80,750,12.00,11.25,135.00,No,260"
"Blended Whiskies,25607,087000007321,Seagrams 7 Crown,80,""1,000"",12.00,12.00,144.00,No,260"
"Blended Whiskies,25606,087000007338,Seagrams 7 Crown,80,750,12.00,11.25,135.00,No,260"
"Blended Whiskies,25603,087000007352,Seagrams 7 Crown,80,200,24.00,2.99,71.76,No,260"
"Blended Whiskies,25604,087000007659,Seagrams 7 Crown,80,375,12.00,5.25,63.00,No,260"
"Blended Whiskies,25608,087000700703,Seagrams 7 Crown,80,""1,750"",6.00,19.44,116.64,No,260"
"Blended Whiskies,28222,087116014213,Revel Stoke Hot Stuff,70,750,12.00,10.73,128.76,No,380"
"Blended Whiskies,25032,088004035631,Mr. Boston Blended Whiskey,80,""1,000"",12.00,6.60,79.20,No,055"
"Blended Whiskies,86559,088004038670,Sheep Dog Peanut Butter,70,750,12.00,12.75,153.00,No,421"
"Blended Whiskies,86558,088004038694,Sheep Dog Peanut Butter Mini,70,50,10.00,9.00,90.00,No,421"
"Blended Whiskies,24158,088352109770,Hawkeye Blended Whiskey,80,""1,750"",6.00,11.43,68.58,No,434"
"Blended Whiskies,24157,088352109787,Hawkeye Blended Whiskey,80,""1,000"",12.00,6.59,79.08,No,434"
"Blended Whiskies,24156,088352110127,Hawkeye Blended Whiskey,80,750,12.00,5.25,63.00,No,434"
