Post Type,Month,Year,Wholesaler,Bev. Type,Product Code,Combo/Reg,Brand Reg,TTB ID,Brand Name,Product,Agent/Owner,Source of Info,Distributor-Wholesaler Serial #,Size,Unit,# of Bottles,Bottles per Sleeve,Age/Vintage,Alc %,Proof,Price per Bottle,Price per Case,NYC bottle,NYC case,Full Case Purchase,Split Case Charge,FOB,NYS Supplier's Serial #,NYS Suppliers Product Code,Column 31,Column 32,Limited Avail.,Allocation,Allocation Description,NYS Product,Column 37,Discount Quantity,Discount Unit,Discount Amount,Discount Type,Discount Quantity,Discount Unit,Discount Amount,Discount Type,Discount Quantity,Discount Unit,Discount Amount,Discount Type,Discount Quantity,Discount Unit,Discount Amount,Discount Type,Discount Quantity,Discount Unit,Discount Amount,Discount Type,Discount Quantity,Discount Unit,Discount Amount,Discount Type,,,,,
WW,5,2018,2188817,TR,EMP-prestrose6L-15,R,P,12325001000147,Bertaud Belieu,Bertaud Belieu,A,,"1104391, 1192561, 1205425, 2165244, 3128645, 2606361, 3135132",6,L,1,,2015,B,B,257.00,257.00,,,N,,,,EMP-prestrose6L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,EMP-PRESTROSE750-14,R,P,12325001000147,Bertaud Belieu,Heraclea,A,,"1104391, 1192561, 1205425, 2165244, 3128645, 2606361, 3135132",750,ml,12,,2014,B,B,12.50,150.00,,,N,,,,EMP-PRESTROSE750-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,EMP-vdpcipr17-750,R,P,17003001000057,Bertaud Belieu,Cipriani Bertaud Belieu Rose 2017 12/750mL 12.9%,A,,N,750,mL,12,,VV,B,B,5.83,70.00,,,N,,,,EMP-vdpcipr17-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,EM-VDPCIP-750,R,P,15020001000060,Bertaud Belieu,Cipriani,A,,"1104391, 1192561, 1205425, 2165244, 3128645, 2606361, 3135132",750,ml,12,,2014,B,B,5.83,70.00,,,N,,,,EM-VDPCIP-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-CZYRED-15,R,P,15268001000098,Crazy Tropez,Red Wine,A,,N,750,ml,12,,2015,B,B,3.50,42.00,,,Y,,,,FBG-CZYRED-15,,,,,,,,20,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,FBG-CZYWHITE-15,R,P,15268001000112,Crazy Tropez,White Wine,A,,N,750,ml,12,,2015,B,B,3.50,42.00,,,Y,,,,FBG-CZYWHITE-15,,,,,,,,20,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,FBG-ICE-275,R,P,P,Ice Tropez,Sparkling Wine,A,,N,275,ml,12,,2015,6.5,B,13.00,12.00,,,Y,,,,FBG-ICE-275,,,,,,,,3,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-ROS15-1500,R,P,15182001000051,Fabulous Tropez,Rose Wine,A,,N,1.5,L,3,,2015,B,B,9.50,28.50,,,Y,,,,FBG-ROS15-1500,,,,,,,,5,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-ROS15-3000,R,P,15182001000051,Fabulous Tropez,Rose Wine,A,,N,3,L,1,,2015,B,B,14.50,14.50,,,Y,,,,FBG-ROS15-3000,,,,,,,,10,B,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-ROSE-14,R,P,15182001000051,Fabulous Tropez,Rose Wine,A,,N,750,ml,6,,2014,B,B,11.00,66.00,,,N,,,,FBG-ROSE-14,,,,,,,,5,C,15,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-ROSE-15,R,P,15182001000051,Fabulous Tropez,Rose Wine,A,,N,750,ml,12,,2015,B,B,5.50,66.00,,,N,,,,FBG-ROSE-15,,,,,,,,20,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-ROUGE-13,R,P,15268001000134,Fabulous Tropez,Rouge Wine,A,,N,750,ml,12,,2013,B,B,5.50,66.00,,,Y,,,,FBG-ROUGE-13,,,,,,,,20,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,FBG-SNDRSE-15,R,P,15268001000117,Sand Tropez,Rose Wine,A,,N,750,ml,12,,2015,B,B,5.00,60.00,,,Y,,,,FBG-SNDRSE-15,,,,,,,,20,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,FBG-WHITE-15,R,P,15268001000128,Fabulous Tropez,White Wine,A,,N,750,ml,12,,2015,B,B,5.50,66.00,,,Y,,,,FBG-WHITE-15,,,,,,,,20,C,10,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,FSP-CBRUT-750,R,P,P,Fermier D'Romilly,BRUT,A,,N,750,ml,12,,NV,4.9,9.8,9.06,108.72,,,N,,,,FSP-CBRUT-750,,,,,,,,5,C,5,$,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,FSP-CDEMI-750,R,P,P,Fermier D'Romilly,Demi Sec,A,,N,750,ml,12,,NV,4.9,9.8,9.06,108.72,,,N,,,,FSP-CDEMI-750,,,,,,,,5,C,5,$,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,FSP-CDOUX-750,R,P,P,Fermier D'Romilly,Doux,A,,N,750,ml,12,,NV,4.9,9.8,9.06,108.72,,,N,,,,FSP-CDOUX-750,,,,,,,,5,C,5,$,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-ALTARREIS-02,R,P,13100001000124,Milz,Riesling Spatlese,A,,N,750,ml,12,,VV,B,B,20.00,240.00,,,N,,,,GR-ALTARREIS-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-ALTARREIS-93,R,P,13086001000218,Milz,Riesling Kabinett,A,,N,750,ml,12,,VV,B,B,16.00,192.00,,,N,,,,GR-ALTARREIS-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-ARRIESLG-11,R,P,12291001000557,Philipp Kuhn,Alte Reben Riesling,A,,N,750,ml,12,,VV,B,B,20.00,240.00,,,N,,,,GR-ARRIESLG-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Badstube-11,R,P,13107001000362,Franz Dahm,Bernkasteler Bratenhofchen Riesling Spatlese Halbtrocken,A,,N,750,ml,12,,VV,B,B,14.00,168.00,,,N,,,,GR-Badstube-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Braten-07,R,P,13107001000373,Franz Dahm,Bernkasteler Badstube Riesling Kabinett Trocken,A,,N,750,ml,12,,VV,B,B,14.00,168.00,,,N,,,,GR-Braten-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,GR-BRUT750-02,R,P,12256001000082,Michel Gonet,Brut,A,,N,750,ml,12,,VV,B,B,41.00,492.00,,,N,,,,GR-BRUT750-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-CBLamb-13,R,P,14043001000217,Ca' Berti,Semisecco Lambrusco Grasparossa Di Castelvetro,A,,N,750,mL,12,,VV,B,B,12.00,144.00,,,N,,,,GR-CBLamb-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-CBRobusc-13,R,P,14043001000185,Ca' Berti,Robusco Lambrusco Grasparossadi Castelvetro,A,,N,750,mL,12,,VV,B,B,12.00,144.00,,,N,,,,GR-CBRobusc-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-CBRosato-13,R,P,14043001000179,Ca' Berti,Senzaspinerose Spumante Rosato,A,,N,750,mL,12,,VV,B,B,10.00,120.00,,,N,,,,GR-CBRosato-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-CHABCRU-08,R,P,14148001000481,Domaine Philippe Goulley,Chablis 1er Cru Montmains,A,,N,750,ml,12,,VV,B,B,29.00,348.00,,,N,,,,GR-CHABCRU-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-Cliquets-12,R,P,13079001000159,Opi D'Aqui,Les Cliquets Rouge,A,,N,750,ml,12,,VV,B,B,15.00,180.00,,,N,,,,GR-Cliquets-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-EllRis-08,R,P,14029001000464,Castel di Pugna,Ellera Riserva Chianti Colli Senesi,A,,N,750,mL,12,,VV,B,B,7.50,90.00,,,N,,,,GR-EllRis-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Graacher-11,R,P,13107001000314,Kees Kieren,Riesling Halbtrocken,A,,N,750,ml,12,,VV,B,B,10.00,120.00,,,N,,,,GR-Graacher-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Graben-02,R,P,13107001000358,Franz Dahm,Bernkasteler Graben Riesling Spatlese,A,,N,750,ml,12,,VV,B,B,15.00,180.00,,,N,,,,GR-Graben-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Graben-99,R,P,13107001000351,Franz Dahm,Bernkasteler Graben Riesling Spatlese Trocken,A,,N,750,ml,12,,VV,B,B,15.00,180.00,,,N,,,,GR-Graben-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-KRERDTREP-12,R,P,13120001000070,Erdener Treppchen,Wappen Der Familie Kraemer,A,,N,750,ml,12,,VV,B,B,14.00,168.00,,,N,,,,GR-KRERDTREP-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-KRZELTHIM-12,R,P,13120001000075,Zeltinger Himmelreich,Wappen Der Familie Kraemer,A,,N,750,ml,12,,VV,B,B,11.00,132.00,,,N,,,,GR-KRZELTHIM-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Loren-08,R,P,13107001000320,Karlsmuhle,Lorenzhofer Riesling,A,,N,750,ml,12,,VV,B,B,14.00,168.00,,,N,,,,GR-Loren-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-Niesch-11,R,P,13107001000346,Karlsmuhle,Kaseler Nies'chen,A,,N,750,ml,12,,VV,B,B,14.00,168.00,,,N,,,,GR-Niesch-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,GR-NUDE750-04,R,P,12256001000093,Michel Gonet,The Nude,A,,N,750,ml,12,,VV,B,B,35.00,420.00,,,N,,,,GR-NUDE750-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-OpiCli-13,R,P,14044001000119,Opi D'Aqui,Les Cliquets,A,,N,750,ml,12,,VV,B,B,12.00,144.00,,,N,,,,GR-OpiCli-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-PETIT-12,R,P,14148001000420,Domaine Philippe Goulley,Petit Chablis,A,,N,750,ml,12,,VV,B,B,14.00,168.00,,,N,,,,GR-PETIT-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,GR-PREGE750-04,R,P,12256001000088,Michel Gonet,Prestige,A,,N,750,ml,6,,VV,B,B,38.00,228.00,,,N,,,,GR-PREGE750-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,GR-SPATKALK-08,R,P,12291001000558,Philipp Kuhn,Spatsburgunder Troken Red,A,,N,750,ml,12,,VV,B,B,22.00,264.00,,,N,,,,GR-SPATKALK-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-TJBachAus-11,R,P,13207001000232,Toni Jost,Bacharacher Riesling Auslese,A,,N,375,ml,12,,VV,B,B,20.00,240.00,,,N,,,,GR-TJBachAus-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-TJKM544-07,R,P,14065001000348,Toni Jost,km 544.5,A,,N,750,ml,12,,VV,B,B,16.00,192.00,,,N,,,,GR-TJKM544-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-TJMittel-10,R,P,13207001000231,Toni Jost,Bacharacher Hahn Riesling Spatlese,A,,N,750,ml,12,,VV,B,B,20.00,240.00,,,N,,,,GR-TJMittel-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-TJmittel-11,R,P,13207001000235,Toni Jost,Bacharacher Riesling Spatlese Feinherb,A,,N,750,ml,12,,VV,B,B,18.00,216.00,,,N,,,,GR-TJmittel-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-TJMittel-12,R,P,13154001000551,Toni Jost,Riesling,A,,N,750,ml,12,,VV,B,B,20.00,240.00,,,N,,,,GR-TJMittel-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,GR-TJWallWalk-01,R,P,13154001000554,Toni Jost,Devon S Riesling Spatlese Trocken,A,,N,750,ml,12,,VV,B,B,18.00,216.00,,,N,,,,GR-TJWallWalk-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,GTH-GRANCUV-00,R,P,17157001000242,Yes,Gran Cuvee,A,,N,750,ml,12,,VV,B,B,10.50,126.00,,,Y,,,,GTH-GRANCUV-00,,,,,,,,55,C,66,$,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,GTH-PROSECCO-00,R,P,17157001000226,Yes,Prosecco,A,,N,750,ml,12,,VV,B,B,11.00,132.00,,,Y,,,,GTH-PROSECCO-00,,,,,,,,55,C,60,$,110,C,66,$,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,GTH-SPROSE-00,R,P,17157001000236,Yes,Sparkling Rose,A,,N,750,ml,12,,VV,B,B,11.50,138.00,,,Y,,,,GTH-SPROSE-00,,,,,,,,55,C,54,$,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,V,HAM-SENGSV-750,R,P,16048001000610,Sacred English Spiced Vermouth,Vermouth,A,,N,750,ml,6,,NA,18,B,19.95,119.70,,,N,,NA,,HAM-SENGSV-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,IMX-BRUT2-NV,R,P,17205001000111,Blue Brut,Blue Cava,A,,N,750,ml,6,,2016,B,B,9.00,54.00,,,Y,,,,IMX-BRUT2-NV,,,,,,,,126,C,5,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,IMX-BRUT-NV,R,P,17136001000245,Blue Brut,Blue Cava,A,,N,750,ml,6,,2016,B,B,9.00,54.00,,,Y,,,,IMX-BRUT-NV,,,,,,,,126,C,5,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,IMX-CHARD2-NV,R,P,17201001000097,Blu Perfer Chardonnay,Blue Wine,A,,N,750,ml,6,,2016,B,B,7.92,47.50,,,Y,,,,IMX-CHARD2-NV,,,,,,,,126,C,5,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,IMX-CHARD-NV,R,P,17079001000594,Blu Perfer Chardonnay,Blue Wine,A,,N,750,ml,6,,2016,B,B,7.92,47.50,,,Y,,,,IMX-CHARD-NV,,,,,,,,126,C,5,%,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,ISL-CRSPABRU-750,R,P,12265001000214,Carnaval Brut,Brazilian Sparkling Wine Brut,A,,"1104391, 1192561, 1205425, 2165244, 3128645, 2606361, 3135132",750,mL,12,,N/A,B,B,6.33,76.00,,,N,,,,ISL-CRSPABRU-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,ISL-CRSPAMOSRD-750,R,P,11339001000115,Carnaval Red,Brazilian Sparkling Wine Moscato Red,A,,"1104391, 1192561, 1205425, 2165244, 3128645, 2606361, 3135132",750,mL,12,,N/A,B,B,5.67,68.00,,,N,,,,ISL-CRSPAMOSRD-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,LAF-ALLEG-15,R,P,16242001000130,La Favorita,Allegro Furmint,A,,N,750,ml,12,,2015,B,B,12.45,149.40,,,N,,,,LAF-ALLEG-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,LAF-ALLEG-16,R,P,17265001000526,La Favorita,La Favorita- Allegro Furmint,A,,N,750,ml,12,,2016,12,24,12.45,149.40,,,N,,,,LAF-ALLEG-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,LAF-AQUA16-750,R,P,17265001000325,La Favorita,La Favorita-Aquatis Tokaj,A,,N,750,ml,12,,2016,13.5,27,7.49,113.40,,,N,,,,LAF-AQUA16-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,LAF-ARIO-15,R,P,16242001000141,La Favorita,Arioso Harslevelu,A,,N,750,ml,12,,2015,B,B,11.45,137.40,,,N,,,,LAF-ARIO-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,LAF-ARIO-16,R,P,17265001000583,La Favorita,La Favorita-Arioso Harslevelu,A,,N,750,ml,12,,2016,11.5,23,11.45,137.40,,,N,,,,LAF-ARIO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TR,LAF-VIV-15,R,P,16242001000147,La Favorita,Vivace Muscat Blanc,A,,N,750,mL,12,,2015,B,B,10.45,125.40,,,N,,,,LAF-VIV-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,TW,LAF-VIV-16,R,P,17265001000309,La Favorita,La Favorita-Vivace Sparkling,A,,N,750,ml,12,,2016,13.5,27,9.45,125.40,,,N,,,,LAF-VIV-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-02GLD2PK-750,R,P,12180001000303,Lanson,Lanson Gold Label Brut,A,,"1150755, 1264457",750,mL,6,,2002,B,B,34.67,208.00,,,Y,,,,LAN-02GLD2PK-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-ALADUC-1500,R,P,15084001000191,Alain Ducasse,Alain Ducasse,A,,"1150755, 1264457",1.5,L,3,,NV,B,B,33.33,100.00,,,Y,,,,LAN-ALADUC-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-ALADUC-750,R,P,15084001000191,Alain Ducasse,Alain Ducasse,A,,"1150755, 1264457",750,mL,6,,NV,B,B,20.00,120.00,,,Y,,,,LAN-ALADUC-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-1500,R,P,15084001000197,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",1.5,L,3,,NV,B,B,41.00,123.00,,,Y,,,,LAN-BLKLAB-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-3000,R,P,15251001000026,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",3,L,1,,NV,B,B,150.00,150.00,,,Y,,,,LAN-BLKLAB-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-3000UU,R,P,12151001000120,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",3,L,1,,NV,B,B,150.00,150.00,,,Y,,,,LAN-BLKLAB-3000UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-375,R,P,15084001000197,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",375,mL,12,,NV,B,B,11.67,140.00,,,Y,,,,LAN-BLKLAB-375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-6000,R,P,15251001000026,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",6,L,1,,NV,B,B,350.00,350.00,,,Y,,,,LAN-BLKLAB-6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-750,R,P,15084001000197,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",750,mL,6,,NV,B,B,20.00,120.00,,,Y,,,,LAN-BLKLAB-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKLAB-9000,R,P,15251001000026,Lanson,Lanson Black Label Brut,A,,"1150755, 1264457",9,L,1,,NV,B,B,500.00,500.00,,,Y,,,,LAN-BLKLAB-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BLKNYVAP-750,R,P,15084001000197,Lanson,Lanson Black Label Brut Gift Set (1 750ml bottle + 2 flutes),A,,"1150755, 1264457",750,ml,1,,NV,B,B,35.00,35.00,,,Y,,,,LAN-BLKNYVAP-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BRVINT76-1500,R,P,15254001000345,Lanson,Lanson Vintage Collection 1976,A,,"1150755, 1264457",1.5,L,1,,1976,B,B,500.00,500.00,,,Y,,,,LAN-BRVINT76-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BRVINT83-1500,R,P,15254001000345,Lanson,Lanson Vintage Collection 1983,A,,"1150755, 1264457",1.5,L,1,,1983,B,B,415.00,415.00,,,Y,,,,LAN-BRVINT83-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BRVINT88-1500,R,P,15254001000345,Lanson,Lanson Vintage Collection 1988,A,,"1150755, 1264457",1.5,L,1,,1988,B,B,400.00,400.00,,,Y,,,,LAN-BRVINT88-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BRVINT90-1500,R,P,15254001000345,Lanson,Lanson Vintage Collection 1990,A,,"1150755, 1264457",1.5,L,1,,1990,B,B,350.00,350.00,,,Y,,DI: $95.00 per case,,LAN-BRVINT90-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-BRVINT99-1500,R,P,15254001000345,Lanson,Lanson Vintage Collection 1999,A,,"1150755, 1264457",1.5,L,1,,1999,B,B,250.00,250.00,,,Y,,,,LAN-BRVINT99-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-CLOS1PK06-750,R,P,16137001000502,Lanson,Champagne Clos Lanson 2006,A,,"1150755, 1264457",750,ml,1,,2006,B,B,110.00,110.00,,,Y,,DI: $95.00 per case,,LAN-CLOS1PK06-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRA-1500UU,R,P,12325001000045,Lanson,Lanson Extra Age Brut,A,,"1150755, 1264457",1.5,L,3,,VV,B,B,100.00,300.00,,,Y,,,,LAN-EXTRA-1500UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRA-6000UU,R,P,12325001000045,Lanson,Lanson Extra Age Brut,A,,"1150755, 1264457",6,L,1,,VV,B,B,575.00,575.00,,,Y,,,,LAN-EXTRA-6000UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRA-750,R,P,15198001000196,Lanson,Lanson Extra Age Brut,A,,"1150755, 1264457",750,mL,6,,VV,B,B,48.33,290.00,,,Y,,,,LAN-EXTRA-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRABDB-6000UU,R,P,12325001000048,Lanson,Lanson Extra Age Blanc de Blanc,A,,"1150755, 1264457",6,L,1,,VV,B,B,620.00,620.00,,,Y,,,,LAN-EXTRABDB-6000UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRABDB-750,R,P,15198001000242,Lanson,Lanson Extra Age Blanc de Blanc,A,,"1150755, 1264457",750,mL,6,,VV,B,B,56.67,340.00,,,Y,,,,LAN-EXTRABDB-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRAROS-6000UU,R,P,12325001000041,Lanson,Lanson Extra Age Rose,A,,"1150755, 1264457",6,L,1,,VV,B,B,620.00,620.00,,,Y,,,,LAN-EXTRAROS-6000UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRAROS-750,R,P,15198001000238,Lanson,Lanson Extra Age Rose,A,,"1150755, 1264457",750,mL,6,,VV,B,B,56.67,340.00,,,Y,,,,LAN-EXTRAROS-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-EXTRAROS-750UU,R,P,12325001000041,Lanson,Lanson Extra Age Rose,A,,"1150755, 1264457",750,mL,6,,VV,B,B,56.67,340.00,,,Y,,,,LAN-EXTRAROS-750UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-GLDGIFT02-750UU,R,P,12180001000303,Lanson,Lanson Gold Label Brut GIFT BOX,A,,"1150755, 1264457",750,mL,6,,2002,B,B,34.67,208.00,,,Y,,,,LAN-GLDGIFT02-750UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-GLDLAB02-750,R,P,15084001000205,Lanson,Lanson Gold Label Brut,A,,"1150755, 1264457",750,mL,6,,2002,B,B,34.67,208.00,,,Y,,,,LAN-GLDLAB02-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WW,5,2018,2188817,S,LAN-GLDLAB05-1500,R,P,15084001000205,Lanson,Lanson Gold Label Brut,A,,"1150755, 1264457",1.5,L,3,,2004,B,B,95.00,285.00,,,Y,,,,LAN-GLDLAB05-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
