"""Item Code"",""ItemStatus"",""Description"",""Size"",""Age"",""Proof"",""Bottles Per Case"",""Unit Price"",""Effective Date"""
"""6978B"",,""NEW DEAL PDX DRY GIN 33"",""750 ML"",,90,12,22.95,08/01/2020"
"""6978F"",""@"",""NEW DEAL PDX DRY GIN 33"",""50 ML"",,90,120,4.00,08/01/2020"
"""6978H"",""@"",""NEW DEAL PDX DRY GIN 33"",""1.75 L"",,90,6,49.95,08/01/2020"
"""6995B"",,""PARROT BAY COCONUT 90PRF"",""750 ML"",,90,12,17.95,08/01/2020"
"""6998B"",,""SEAGRAMS 7 CROWN DARK HONEY"",""750 ML"",,71,12,12.95,08/01/2020"
"""7004B"",,""OLD DELICIOUS DBL BOURB. BARREL BRANDY"",""750 ML"",,85,6,54.95,08/01/2020"
"""7011D"",""@"",""PATRON VARIETY PACK (3-50MLS) SIL/REPO/ANEJO"",""200 ML"",,80,20,19.95,08/01/2020"
"""7016B"",""$"",""JACK DANIELS BLK EQUITY W/2 ROCKS GLS"",""750 ML"",,80,6,21.95,08/01/2020"
"""7032B"",""$"",""JACQUIN'S PENNSYLVANIA DUTCH EGG NOG"",""750 ML"",,30,12,9.95,08/01/2020"
"""7037B"",""$"",""BAILEYS IRISH CREAM W/2 COFFEE MUGS"",""750 ML"",,34,6,29.95,08/01/2020"
"""7039B"",""$"",""JIM BEAM W/2 ROCK GLASSES"",""750 ML"",""4 YRS"",80,6,17.95,08/01/2020"
"""7040B"",""$"",""JIM BEAM BLACK W/COASTERS"",""750 ML"",""8 YRS"",86,6,22.95,08/01/2020"
"""7048B"",,""SVEDKA RASPBERRY FLAVORED VODKA"",""750 ML"",,70,12,12.95,08/01/2020"
"""7050B"",,""RUM CHATA HORCHATA CREAM LIQ (RUM BASE)"",""750 ML"",,28,12,24.95,08/01/2020"
"""7050E"",,""RUM CHATA HORCHATA CREAM LIQ (RUM BASE)"",""375 ML"",,28,12,13.95,08/01/2020"
"""7050H"",""@"",""RUM CHATA HORCHATA CREAM LIQ (RUM BASE)"",""1.75 L"",,28,6,44.95,08/01/2020"
"""7052B"",,""DEKUYPER AMARETTO SILK 42 PROOF LIQUEUR"",""750 ML"",,42,12,10.95,08/01/2020"
"""7057B"",,""CROWN ROYAL BLACK CANADIAN WHISKY"",""750 ML"",,90,12,29.95,08/01/2020"
"""7057E"",,""CROWN ROYAL BLACK CANADIAN WHISKY"",""375 ML"",,90,24,16.95,08/01/2020"
"""7057H"",,""CROWN ROYAL BLACK CANADIAN WHISKY"",""1.75 L"",,90,6,59.95,08/01/2020"
"""7059B"",,""HENNESSY BLACK"",""750 ML"",,86,12,47.95,08/01/2020"
"""7059E"",,""HENNESSY BLACK"",""375 ML"",,86,12,25.95,08/01/2020"
"""7063B"",,""REDBREAST 15 YEAR OLD IRISH WHISKEY"",""750 ML"",""15 YRS"",92,6,109.95,08/01/2020"
"""7076B"",,""LARCENY BARREL PROOF"",""750 ML"",,128,3,49.95,08/01/2020"
"""7092B"",,""RUMCHATA LIMON LIQUEUR"",""750 ML"",,28,12,24.95,08/01/2020"
"""7095B"",,""DON JULIO REPOSADO PRIVATE CASK"",""750 ML"",,85,6,69.95,08/01/2020"
"""7099E"",""@"",""BAR PILOT VODKA SODA 4 PK"",""375 ML"",,20,6,14.95,08/01/2020"
"""7107B"",,""PINNACLE TROPICAL PUNCH FLAVORED VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""7110F"",,""ABSOLUT COUNTER UNIT/5 ASSORTED FLV 50ML"",""50 ML"",,80,24,6.00,08/01/2020"
"""7111B"",""@"",""DROP SHOP BAILEY'S GIN"",""750 ML"",,90,12,29.95,08/01/2020"
"""7111E"",""@"",""DROP SHOP BAILEY'S GIN"",""375 ML"",,90,12,19.95,08/01/2020"
"""7112B"",,""BELVEDERE PINK GRAPEFRUIT FLAVORED VODKA"",""750 ML"",,80,6,31.95,08/01/2020"
"""7113B"",""@"",""JAGERMEISTER COLD BREW COFFEE"",""750 ML"",,66,6,28.95,08/01/2020"
"""7114B"",,""FIREBALL VALENTINE HEART BOX 10-50MLS"",""750 ML"",,66,12,9.95,08/01/2020"
"""7140B"",,""ARRAN 15 YEAR"",""750 ML"",,109,6,84.95,08/01/2020"
"""7145B"",""@"",""CAZADORES ANEJO CRISTALINO"",""750 ML"",,80,6,39.95,08/01/2020"
"""7146B"",,""SANTO FINO BLANCO TEQUILA"",""750 ML"",,80,6,42.95,08/01/2020"
"""7148B"",,""REVEL STOKE PEANUT BUTTER WHISKEY"",""750 ML"",,70,12,16.95,08/01/2020"
"""7150B"",,""RAM'S POINT PEANUT BUTTER WHISKEY"",""750 ML"",,70,12,16.95,08/01/2020"
"""7150F"",,""RAM'S POINT PEANUT BUTTER WHISKEY"",""50 ML"",,70,120,1.50,08/01/2020"
"""7151B"",,""HATOZAKI FINEST JAPANESE WHISKY"",""750 ML"",,80,6,39.95,08/01/2020"
"""7153B"",,""WHIPPER SNAPPER OREGON SPIRIT WHISKEY"",""750 ML"",,84,12,28.00,08/01/2020"
"""7157B"",,""HATOZAKI SMALL BATCH JAPANESE WHISKY"",""750 ML"",,92,6,59.95,08/01/2020"
"""7202B"",""$"",""EVAN WILLIAMS EGG NOG"",""750 ML"",,30,12,9.95,08/01/2020"
"""7207E"",""@"",""DIVINE DISTILLERS DEVIL'S ASS"",""375 ML"",,13,24,6.00,08/01/2020"
"""7209B"",,""JOSE CUERVO RESERVA DE LA FAMILIA"",""750 ML"",,80,3,188.95,08/01/2020"
"""7217B"",,""ILEGAL MEZCAL REPOSADO"",""750 ML"",,80,6,49.95,08/01/2020"
"""7228B"",,""CALISAYA LIQUEUR"",""750 ML"",,70,12,39.95,08/01/2020"
"""7228E"",,""CALISAYA LIQUEUR"",""375 ML"",,70,12,25.30,08/01/2020"
"""7233B"",,""AGAVERO ORANGE TEQUILA LIQUEUR"",""750 ML"",,64,6,21.95,08/01/2020"
"""7251B"",,""COMBIER L'ORIGINAL LIQUEUR D'ORANGE"",""750 ML"",,80,12,29.95,08/01/2020"
"""7252B"",,""BIRD DOG BLACKBERRY WHISKEY"",""750 ML"",,80,6,19.95,08/01/2020"
"""7257B"",,""RUSSIAN STANDARD PLATINUM VODKA"",""750 ML"",,80,12,21.95,08/01/2020"
"""7264B"",,""TFG SMOKY BLACK"",""750 ML"",,80,12,32.95,08/01/2020"
"""7274B"",,""MACCHU PISCO BRANDY (PERU)"",""750 ML"",,80,12,32.00,08/01/2020"
"""7280B"",,""AZUNIA REPOSADO TEQUILA GOLD"",""750 ML"",,80,6,47.95,08/01/2020"
"""7281B"",,""AZUNIA ANEJO TEQUILA GOLD"",""750 ML"",,80,6,54.95,08/01/2020"
"""7286B"",,""CLASE AZUL REPOSADO TEQUILA"",""750 ML"",,80,6,129.95,08/01/2020"
"""7287B"",,""AZUNIA BLANCO TEQUILA"",""750 ML"",,80,6,39.95,08/01/2020"
"""7291B"",,""RED ISLAND LIME FLAVORED RUM"",""750 ML"",,70,12,19.95,08/01/2020"
"""7294B"",,""360 MADAGASCAR VANILLA VOD"",""750 ML"",,70,12,13.95,08/01/2020"
"""7296B"",,""SOLERNO BLOOD ORANGE LIQUEUR (ITALY)"",""750 ML"",,80,6,43.95,08/01/2020"
"""7300B"",""@"",""KOLOA DARK RUM"",""750 ML"",,80,12,32.95,08/01/2020"
"""7306B"",""$"",""CHRISTIAN BROS HOLIDAY SPICED EGG NOG"",""750 ML"",,20,12,9.95,08/01/2020"
"""7330B"",,""MICHTER'S STRAIGHT RYE"",""750 ML"",,85,6,46.95,08/01/2020"
"""7337B"",,""DEL MAGUEY VIDA MEZCAL"",""750 ML"",,84,6,35.95,08/01/2020"
"""7365B"",,""CARDHU 12YR SPEYSIDE MALT"",""750 ML"",""12 YRS"",80,6,67.95,08/01/2020"
"""7368B"",,""RHUM JM WHITE RUM (MARTINIQUE)"",""750 ML"",,100,6,30.90,08/01/2020"
"""7380B"",,""DON Q COCO COCONUT FLAVORED RUM"",""750 ML"",,42,12,12.95,08/01/2020"
"""7382B"",,""CRUZAN#9 SPICED RM ST.CROIX,VIRGIN ISLND"",""750 ML"",,70,12,11.95,08/01/2020"
"""7392B"",,""OLD CHARTER 8 YEAR"",""750 ML"",""8 YRS"",80,12,17.95,08/01/2020"
"""7392H"",,""OLD CHARTER 8 YEAR"",""1.75 L"",""8 YRS"",80,6,42.95,08/01/2020"
"""7395E"",,""STEIN BLACKBERRY CORDIAL"",""375 ML"",,40,12,23.50,08/01/2020"
"""7397E"",,""STEIN RASPBERRY CORDIAL"",""375 ML"",,40,12,23.50,08/01/2020"
"""7406B"",""$"",""CROWN ROYAL W/GLASSES"",""750 ML"",,80,6,27.95,08/01/2020"
"""7406H"",""$"",""CROWN ROYAL W/GLASSES"",""1.75 L"",,80,4,51.95,08/01/2020"
"""7407B"",,""GREY GOOSE LA VANILLE VODKA"",""750 ML"",,80,6,35.95,08/01/2020"
"""7417B"",,""SLANE IRISH WHISKEY"",""750 ML"",,80,6,29.95,08/01/2020"
"""7417F"",,""SLANE IRISH WHISKEY"",""50 ML"",,80,96,2.00,08/01/2020"
"""7422B"",,""SMITH AND CROSS LONDON JAMAICA RUM"",""750 ML"",,114,12,34.95,08/01/2020"
"""7425B"",,""CARIBOU CROSSING SINGLE BARREL CANADIAN"",""750 ML"",,80,3,49.95,08/01/2020"
"""7427B"",""@"",""ARDBEG CORRYVRECKAN ISLAY SINGLE MALT"",""750 ML"",,114,6,81.95,08/01/2020"
"""7437B"",,""JUAREZ TRIPLE SEC"",""750 ML"",,30,12,4.50,08/01/2020"
"""7441B"",,""360 DOUBLE CHOCOLATE VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""7467B"",,""GRAN CENTENARIO ROSANGEL TEQ REPOSADO"",""750 ML"",,80,6,24.95,08/01/2020"
"""7468B"",,""HUDSON BABY BOURBON WHISKEY"",""750 ML"",,92,6,49.95,08/01/2020"
"""7483B"",,""ARDBEG WEE BEASTIE"",""750 ML"",,95,6,44.95,08/01/2020"
"""7484D"",""$"",""GLENFIDDICH COMBO:12YR/ 15YR/ & 18YR"",""200 ML"",""15 YRS"",82,4,44.95,08/01/2020"
"""7485B"",,""WHALER'S ORIGINAL DARK TOPPING RUM"",""750 ML"",,80,12,9.95,08/01/2020"
"""7494B"",,""CALICO JACK CHERRY"",""750 ML"",,42,12,11.95,08/01/2020"
"""7498B"",,""ABSOLUT MANGO FLAVORED VODKA"",""750 ML"",,80,12,19.95,08/01/2020"
"""7505B"",,""WATHEN'S SINGLE BARREL STRAIGHT BOURBON"",""750 ML"",,94,6,39.95,08/01/2020"
"""7514B"",,""CORZO SILVER WHITE TEQUILA (MEXICO)"",""750 ML"",,80,6,49.95,08/01/2020"
"""7541B"",,""CLONTARF BLACK LABEL"",""750 ML"",,80,6,21.95,08/01/2020"
"""7542B"",,""SAUZA CIEN ANOS REPOSADO"",""750 ML"",,80,12,15.95,08/01/2020"
"""7547B"",""@"",""BELVEDERE HERITAGE 176"",""750 ML"",,80,6,32.95,08/01/2020"
"""7556B"",,""CORZO REPOSADO GOLD TEQUILA (MEXICO)"",""750 ML"",,80,6,54.95,08/01/2020"
"""7560E"",""@"",""ROGUE GRAPEFRUIT VODKA SODA 4-PK"",""375 ML"",,15,6,14.95,08/01/2020"
"""7562E"",""@"",""ROGUE COCKTAIL PARTY PACK 8-PK"",""375 ML"",,15,3,19.95,08/01/2020"
"""7564H"",""@"",""JOSE CUERVO AUTHENTIC CHERRY LIMEADE R-T-D"",""1.75 L"",,20,6,17.95,08/01/2020"
"""7571B"",,""LAPHROAIG QUARTER CASK SINGLE MALT"",""750 ML"",""10 YRS"",96,6,74.95,08/01/2020"
"""7573H"",""@"",""1800 ULITMATE BLOOD ORANGE MARGARITA RTD"",""1.75 L"",,20,6,20.95,08/01/2020"
"""7579B"",,""PARTIDA BLANCO TEQUILA"",""750 ML"",,80,6,39.95,08/01/2020"
"""7599B"",,""PEARL PERSEPHONE POMEGRANATE VODKA"",""750 ML"",,70,12,12.95,08/01/2020"
"""7599H"",,""PEARL PERSEPHONE POMEGRANATE VODKA"",""1.75 L"",,70,6,21.95,08/01/2020"
"""7602B"",,""OCEAN VODKA (HAWAII)"",""750 ML"",,80,6,29.95,08/01/2020"
"""7602F"",,""OCEAN VODKA (HAWAII)"",""50 ML"",,80,12,4.75,08/01/2020"
"""7624B"",,""CORZO ANEJO GOLD TEQUILA"",""750 ML"",,80,6,59.95,08/01/2020"
"""7658B"",,""SAZERAC RYE 6 YEARS OLD"",""750 ML"",""6 YRS"",90,6,32.95,08/01/2020"
"""7664B"",,""X-RATED FUSION LIQ:VDK/ORG/MNGO/PSN FRT"",""750 ML"",,34,6,29.95,08/01/2020"
"""7665B"",,""KENTUCKY TAVERN"",""750 ML"",""4 YRS"",80,12,9.95,08/01/2020"
"""7699B"",,""MAESTRO DOBEL DIAMOND WHITE TEQUILA"",""750 ML"",,80,6,51.95,08/01/2020"
"""7705B"",,""PINNACLE GRAPE FLAVORED VODKA"",""750 ML"",,60,12,9.95,08/01/2020"
"""7707B"",,""NOBLE OAK DOUBLE OAK RYE"",""750 ML"",,96,6,34.95,08/01/2020"
"""7712B"",,""EL MAYOR REPOSADO"",""750 ML"",,80,6,34.95,08/01/2020"
"""7713B"",,""EL MAYOR ANEJO"",""750 ML"",,80,6,39.95,08/01/2020"
"""7719B"",,""BULLEIT BOURBON BLENDER'S SELECT"",""750 ML"",,100,12,49.95,08/01/2020"
"""7720B"",,""CAPTAIN MORGAN ORANGE VANILLA TWIST"",""750 ML"",,60,12,19.95,08/01/2020"
"""7726B"",,""STRANAHAN'S COLORADO WHISKEY"",""750 ML"",,94,6,59.95,08/01/2020"
"""7751B"",""@"",""SVEDKA PURE INFUSIONS STRAWBERRY GUAVA VODKA"",""750 ML"",,60,12,12.95,08/01/2020"
"""7752B"",,""EL MAYOR BLANCO"",""750 ML"",,80,6,29.95,08/01/2020"
"""7756B"",""@"",""SVEDKA PURE INFUSIONS GINGER LIME VODKA"",""750 ML"",,60,12,12.95,08/01/2020"
"""7771B"",,""NEW AMSTERDAM GIN"",""750 ML"",,80,12,14.95,08/01/2020"
"""7771D"",,""NEW AMSTERDAM GIN"",""200 ML"",,80,24,3.95,08/01/2020"
"""7771E"",,""NEW AMSTERDAM GIN"",""375 ML"",,80,24,6.95,08/01/2020"
"""7771H"",,""NEW AMSTERDAM GIN"",""1.75 L"",,80,6,28.95,08/01/2020"
"""7779B"",,""PARTIDA REPOSADO TEQUILA"",""750 ML"",,80,6,44.95,08/01/2020"
"""7782B"",,""PINNACLE BERRY FLAVORED VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""7783B"",,""PINNACLE BLUEBERRY FLAVORED VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""7784B"",,""PINNACLE CHERRY FLAVORED VODKA"",""750 ML"",,60,12,9.95,08/01/2020"
"""7786B"",,""PINNACLE CITRUS FLAVORED VODKA"",""750 ML"",,60,12,9.95,08/01/2020"
"""7790B"",,""PINNACLE ORANGE FLAVORED VODKA"",""750 ML"",,60,12,9.95,08/01/2020"
"""7792B"",,""PINNACLE RASPBERRY FLAVORED VODKA"",""750 ML"",,60,12,9.95,08/01/2020"
"""7793B"",,""PINNACLE STRAWBERRY KIWI FLAVORED VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""7794B"",,""PINNACLE VANILLA FLAVORED VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""7810B"",,""FLOR DE CANA EXTRA DRY LIGHT"",""750 ML"",""4 YRS"",80,12,16.95,08/01/2020"
"""7814B"",""@"",""SVEDKA PURE INFUSIONS DRAGONFRUIT MELON VODKA"",""750 ML"",,60,12,12.95,08/01/2020"
"""7822B"",""@"",""THE GLENLIVET CARIBBEAN RESERVE"",""750 ML"",""14 YRS"",80,6,39.95,08/01/2020"
"""7829B"",""@"",""CHIVAS REGAL 13 YR OLD SCOTCH"",""750 ML"",""13 YRS"",80,6,42.95,08/01/2020"
"""7836B"",,""REDBREAST 27 YEAR OLD"",""750 ML"",""27 YRS"",109,3,499.95,08/01/2020"
"""7838B"",""@"",""ABSOLUT JUICE PEAR & ELDERFLOWER"",""750 ML"",,70,6,19.95,08/01/2020"
"""7838F"",,""ABSOLUT JUICE PEAR & ELDERFLOWER"",""50 ML"",,70,120,1.50,08/01/2020"
"""7846A"",,""WOODFORD RESERVE DERBY BOURBON"",""LITER"",,90,6,47.95,08/01/2020"
"""7852B"",""@"",""MALIBU STRAWBERRY"",""750 ML"",,42,12,16.95,08/01/2020"
"""7852F"",,""MALIBU STRAWBERRY"",""50 ML"",,42,120,1.50,08/01/2020"
"""7871B"",,""GREEN SPOT CHATEAU MONTELENA"",""750 ML"",,92,6,99.95,08/01/2020"
"""7909B"",,""BERNHEIM ORIGINAL WHEAT WHISKEY"",""750 ML"",,90,6,25.95,08/01/2020"
"""7913B"",,""THREE OLIVES BERRY FLAVORED VODKA"",""750 ML"",,70,12,17.95,08/01/2020"
"""7914B"",,""THREE OLIVES CITRUS FLAVORED VODKA"",""750 ML"",,70,12,17.95,08/01/2020"
"""7916B"",,""TALISKER DISTILLERS EDITION"",""750 ML"",""12 YRS"",92,6,79.95,08/01/2020"
"""7973B"",,""LEYENDA DEL MILAGRO SEL BARREL RES SILVR"",""750 ML"",,80,6,49.95,08/01/2020"
"""7975B"",,""PRAIRIE ORGANIC VODKA"",""750 ML"",,80,12,22.95,08/01/2020"
"""7975H"",,""PRAIRIE ORGANIC VODKA"",""1.75 L"",,80,6,34.95,08/01/2020"
"""7994B"",,""ST. GEORGE ABSINTHE VERTE:BRANDY & HERB"",""750 ML"",,120,6,59.95,08/01/2020"
"""8002B"",,""BUSHMILLS MALT 16 YEAR OLD IRISH SGL MLT"",""750 ML"",""16 YRS"",80,6,130.95,08/01/2020"
"""8009B"",""@"",""BLACKHEART TOASTED COCONUT RUM"",""750 ML"",,93,12,11.95,08/01/2020"
"""8021B"",,""PATRON XO CAFE COFFEE LIQUEUR"",""750 ML"",,70,6,24.95,08/01/2020"
"""8023B"",,""OLD GRAND DAD SPECIAL SELECT"",""750 ML"",""4 YRS"",114,12,29.95,08/01/2020"
"""8026B"",,""CITRONGE ORANGE LIQUEUR"",""750 ML"",,80,12,27.95,08/01/2020"
"""8026E"",""@"",""CITRONGE ORANGE LIQUEUR"",""375 ML"",,80,12,14.95,08/01/2020"
"""8027B"",,""CORAZON DE AGAVE ANEJO GOLD TEQUILA"",""750 ML"",,80,6,39.95,08/01/2020"
"""8034B"",""@"",""NEW PORT GIN"",""750 ML"",,80,12,19.95,08/01/2020"
"""8049B"",,""GRAN CENTENARIO ANEJO GOLD TEQUILA"",""750 ML"",,80,6,35.95,08/01/2020"
"""8057B"",""@"",""RIVERAIN GIN"",""750 ML"",,90,12,34.00,08/01/2020"
"""8058B"",,""AUCHENTOSHAN THREE WOOD SINGLE MALT"",""750 ML"",,86,6,87.95,08/01/2020"
"""8059B"",,""LYSHOLM LINIE AQUAVIT"",""750 ML"",,83,12,29.95,08/01/2020"
"""8073B"",,""CASA NOBLE TEQUILA """"CRYSTAL"""" SILVER TEQ"",""750 ML"",,80,6,39.95,08/01/2020"
"""8081B"",,""MACALLAN TRIPLE CASK 15 YR"",""750 ML"",""15 YRS"",86,12,134.95,08/01/2020"
"""8083B"",,""JEFFERSON'S"",""750 ML"",,82,6,34.95,08/01/2020"
"""8091B"",""@"",""NEW AMSTERDAM WATERMELON VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""8091F"",,""NEW AMSTERDAM WATERMELON VODKA"",""50 ML"",,70,120,1.50,08/01/2020"
"""8094B"",,""ARDBEG 10 YEAR MALT SCOTCH"",""750 ML"",""10 YRS"",92,6,49.95,08/01/2020"
"""8095B"",""@"",""FAMILIA CAMERENA ANEJO"",""750 ML"",,80,6,29.95,08/01/2020"
"""8097B"",,""REDBREAST IRISH WHISKEY 12 YEAR"",""750 ML"",""12 YRS"",80,6,64.95,08/01/2020"
"""8099B"",""@"",""CASA NOBLE RESERVA ESPECIAL REPOSADO TEQ"",""750 ML"",,80,6,49.95,08/01/2020"
"""8100B"",,""VERY OLD BARTON 6 YEAR 100 PROOF"",""750 ML"",,100,12,15.95,08/01/2020"
"""8108B"",,""CHAMUCOS TEQUILA ANEJO ESPECIAL"",""750 ML"",,80,6,54.95,08/01/2020"
"""8110B"",,""CIROC SNAP FROST VODKA"",""750 ML"",,80,12,35.95,08/01/2020"
"""8110D"",,""CIROC SNAP FROST VODKA"",""200 ML"",,80,24,8.95,08/01/2020"
"""8110H"",,""CIROC SNAP FROST VODKA"",""1.75 L"",,80,6,59.95,08/01/2020"
"""8115B"",,""LICOR 43"",""750 ML"",,62,12,26.95,08/01/2020"
"""8119B"",,""SUNTORY HIBIKI 12YR BLENDED JAPANESE WHK"",""750 ML"",,86,6,99.95,08/01/2020"
"""8123B"",,""JEFFERSON'S RESERVE STRAIGHT BOURBON"",""750 ML"",,90,6,49.95,08/01/2020"
"""8132B"",,""CHAMUCOS TEQUILA REPOSADO ESPECIAL GOLD"",""750 ML"",,80,6,49.95,08/01/2020"
"""8135B"",""@"",""HERBSAINT ORIGINAL ANISE"",""750 ML"",,100,6,35.95,08/01/2020"
"""8136B"",""@"",""MANDARINE NAPOLEON"",""750 ML"",,76,6,29.95,08/01/2020"
"""8139B"",,""APEROL LIQUEUR"",""750 ML"",,22,6,30.95,08/01/2020"
"""8140B"",""@"",""ZWACK UNICUM BITTER"",""750 ML"",,80,6,19.95,08/01/2020"
"""8153B"",,""VERY OLD BARTON STRAIGHT BOURBON 6Y 90"",""750 ML"",""6 YRS"",90,12,15.95,08/01/2020"
"""8158B"",,""GODIVA WHITE CHOCOLATE LIQUEUR"",""750 ML"",,30,12,28.95,08/01/2020"
"""8171B"",,""GLENLIVET ARCHIVE SINGLE MALT AGED 21YRS"",""750 ML"",""21 YRS"",86,3,209.95,08/01/2020"
"""8172B"",,""REYKA ICELAND VODKA"",""750 ML"",,80,6,23.95,08/01/2020"
"""8172H"",,""REYKA ICELAND VODKA"",""1.75 L"",,80,6,35.95,08/01/2020"
"""8184B"",""@"",""WESTWARD WHISKEY - PINOT NOIR CASK"",""750 ML"",,90,6,89.95,08/01/2020"
"""8185B"",,""RON MATUSALEM GRAN RESERVA DOM REPUBLIC"",""750 ML"",""15 YRS"",80,6,29.95,08/01/2020"
"""8186B"",,""STOCK 84 BRANDY"",""750 ML"",,80,12,11.95,08/01/2020"
"""8187B"",,""RON ZACAPA CENTENARIO(WRAP/PALM LEAVES)"",""750 ML"",,80,6,44.95,08/01/2020"
"""8189A"",,""BUFFALO TRACE BOURBON"",""LITER"",,90,12,28.95,08/01/2020"
"""8189B"",,""BUFFALO TRACE BOURBON"",""750 ML"",,90,12,25.95,08/01/2020"
"""8189E"",,""BUFFALO TRACE BOURBON"",""375 ML"",,90,12,14.95,08/01/2020"
"""8189F"",,""BUFFALO TRACE BOURBON"",""50 ML"",,90,120,2.50,08/01/2020"
"""8189H"",,""BUFFALO TRACE BOURBON"",""1.75 L"",,90,6,47.95,08/01/2020"
"""8205B"",,""PADDY IRISH WHISKEY FLASK"",""750 ML"",,80,12,19.95,08/01/2020"
"""8205E"",""@"",""PADDY IRISH WHISKEY FLASK"",""375 ML"",,80,12,9.95,08/01/2020"
"""8208B"",""@"",""OLD PULTENEY 12 YR"",""750 ML"",""12 YRS"",86,6,39.95,08/01/2020"
"""8210B"",,""SPRINGBANK 10 YEAR"",""750 ML"",""10 YRS"",92,6,87.95,08/01/2020"
"""8211B"",,""LUXARDO MARASCHINO LIQUEUR"",""750 ML"",,80,12,32.95,08/01/2020"
"""8213B"",,""ZAYA GRAN RESERVA GUATAMALA RUM"",""750 ML"",,80,6,34.95,08/01/2020"
"""8215B"",,""RAMAZZOTTI AMARO"",""750 ML"",,60,6,36.85,08/01/2020"
"""8221A"",,""LUNAZUL BLANCO TEQUILA"",""LITER"",,80,12,23.95,08/01/2020"
"""8221B"",,""LUNAZUL BLANCO TEQUILA"",""750 ML"",,80,12,17.95,08/01/2020"
"""8221E"",,""LUNAZUL BLANCO TEQUILA"",""375 ML"",,80,12,9.95,08/01/2020"
"""8221H"",,""LUNAZUL BLANCO TEQUILA"",""1.75 L"",,80,6,36.95,08/01/2020"
"""8227B"",,""OLD FORESTER 100 PROOF"",""750 ML"",,100,12,22.95,08/01/2020"
"""8228B"",,""DAMRAK HOLLAND GIN"",""750 ML"",,84,6,19.95,08/01/2020"
"""8232E"",""@"",""10 BARREL MARGARITA - MANGO (4-PK)"",""375 ML"",,18,6,13.95,08/01/2020"
"""8241B"",,""WRAY AND NEPHEW WHITE OVERPROOF 126 PRF"",""750 ML"",,126,12,24.95,08/01/2020"
"""8256B"",,""FIGHTING COCK"",""750 ML"",,103,12,18.95,08/01/2020"
"""8257B"",,""EVAN WILLIAMS 1783"",""750 ML"",,86,12,19.95,08/01/2020"
"""8257H"",""@"",""EVAN WILLIAMS 1783"",""1.75 L"",,86,6,29.95,08/01/2020"
"""8258B"",,""BULLDOG GIN ENGLAND"",""750 ML"",,80,6,22.95,08/01/2020"
"""8276B"",,""MEUKOW VS COGNAC"",""750 ML"",""6 YRS"",80,12,32.45,08/01/2020"
"""8281E"",""@"",""10 BARREL MARGARITA - PINEAPPLE SERRANO (4-PK)"",""375 ML"",,18,6,13.95,08/01/2020"
"""8286B"",,""FERNET-BRANCA"",""750 ML"",,78,6,36.95,08/01/2020"
"""8286E"",,""FERNET-BRANCA"",""375 ML"",,78,12,18.95,08/01/2020"
"""8286F"",,""FERNET-BRANCA"",""50 ML"",,78,120,3.25,08/01/2020"
"""8287B"",""@"",""BRANCA MENTA"",""750 ML"",,80,6,35.95,08/01/2020"
"""8288B"",,""PYRAT PLANTERS GOLD XO RESERVE ANGUILLAN"",""750 ML"",,80,6,21.95,08/01/2020"
"""8290B"",,""ABERLOUR A'BUNDADH SINGLE MALT SCOTCH"",""750 ML"",,120,6,84.95,08/01/2020"
"""8292B"",,""CABO WABO BLANCO WHITE TEQUILA"",""750 ML"",,80,6,35.95,08/01/2020"
"""8293B"",,""CABO WABO ANEJO MILENIO GOLD TEQUILA"",""750 ML"",,80,6,45.95,08/01/2020"
"""8299E"",""@"",""10 BARREL MARGARITA - CLASSIC (4-PK)"",""375 ML"",,18,6,13.95,08/01/2020"
"""8302B"",,""CLEAR CREEK PEAR IN BOTTLE"",""750 ML"",,80,6,79.95,08/01/2020"
"""8305B"",,""CLEAR CREEK GRAPPA PINOT NOIR"",""750 ML"",,80,6,44.95,08/01/2020"
"""8305E"",,""CLEAR CREEK GRAPPA PINOT NOIR"",""375 ML"",,80,12,27.95,08/01/2020"
"""8307E"",,""CLEAR CREEK GRAPPA NEBBIOLO"",""375 ML"",,88,12,31.25,08/01/2020"
"""8308B"",,""HIRAM WALKER TRIPLE SEC 30 PROOF"",""750 ML"",,30,12,4.95,08/01/2020"
"""8310B"",,""EVAN WILLIAMS SINGLE BARREL VINTAGE"",""750 ML"",""7 YRS"",87,6,26.95,08/01/2020"
"""8320E"",,""JINRO CHAMISUL SOJU"",""375 ML"",,40,20,6.05,08/01/2020"
"""8323B"",""@"",""BADLANDS ARTISAN DISTILLERY CUCUMBER GIN"",""750 ML"",,92,6,28.95,08/01/2020"
"""8325B"",,""CORRALEJO BLANCO"",""750 ML"",,80,6,30.95,08/01/2020"
"""8326B"",""@"",""BADLANDS ARTISAN DISTILLERY WINE CASK VODKA"",""750 ML"",,90,6,28.95,08/01/2020"
"""8331B"",,""BECHEROVKA KARLSBADER BECHER HERBAL LIQ"",""750 ML"",,76,6,21.95,08/01/2020"
