PROD #,RETAIL UPC,BRAND,TYPE,Supplier,Package,,,START,END,QUANTITY,REG.,DISC.,PROM.,UNIT,TYPE,COMMENTS
,,,,,Packs,Units,oz,DATE,DATE,,PRICE,,PRICE,COST,,
4057,034100516079,Leinenkugel's Orange Shandy,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
4084,034100588052,Leinenkugel's Snowdrift Vanilla Porter,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$28.76,$1.79,$26.97,$6.7425,Original,
4091,034100785741,Leinenkugel's Spring Variety,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
4066,034100516055,Leinenkugel's Summer Shandy,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$28.76,$1.79,$26.97,$6.7425,Original,
4065,034100516079,Leinenkugel's Summer Shandy,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
4094,034100786502,Leinenkugel's Summer Shandy Sampler,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
4082,034100785741,Leinenkugel's Summer Variety,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
4070,034100498054,Leinenkugel's Sunset Wheat,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$28.76,$1.79,$26.97,$6.7425,Original,
4090,034100785741,Leinenkugel's Winter Variety,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
651,034100155094,Miller 64,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$19.63,$1.80,$17.83,$8.9150,Original,
652,034100153403,Miller 64,Can,Millercoors,1,18,12,10/2/2016,12/31/2016,10,$14.27,$0.44,$13.83,$13.8300,Original,
655,034100153069,Miller 64,Can,Millercoors,1,24,12,10/2/2016,12/31/2016,15,$18.73,$1.32,$17.41,$17.4100,Original,
397,034100000097,Miller High Life,Bottle,Millercoors,12,1,40,10/2/2016,12/31/2016,1,$17.80,$0.28,$17.52,$1.4600,Original,
396,034100000097,Miller High Life,Plastic Bottle,Millercoors,12,1,40,10/2/2016,12/31/2016,1,$17.80,$0.28,$17.52,$1.4600,Original,
404,034100000059,Miller High Life,Can,Millercoors,12,1,24,10/2/2016,12/31/2016,1,$14.90,$1.00,$13.90,$1.1583,Original,
395,034100016418,Miller High Life,Bottle,Millercoors,4,6,7,10/2/2016,12/31/2016,1,$12.07,$1.67,$10.40,$2.6000,Original,
402,034100015091,Miller High Life,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,5,$14.76,$2.61,$12.15,$6.0750,Original,
409,034100013400,Miller High Life,Can,Millercoors,1,18,12,10/2/2016,12/31/2016,1,$11.72,$0.43,$11.29,$11.2900,Original,
405,034100012564,Miller High Life,Bottle,Millercoors,1,18,12,10/2/2016,12/31/2016,1,$11.72,$2.02,$9.70,$9.7000,Original,
415,034100035099,Miller High Life Light,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,5,$14.76,$2.61,$12.15,$6.0750,Original,
436,034100570231,Miller Lite,Alum Bottle,Millercoors,2,9,16,10/2/2016,12/31/2016,1,$20.16,$0.54,$19.62,$9.8100,Original,
424,034100575090,Miller Lite,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$19.63,$1.80,$17.83,$8.9150,Original,
428,034100576363,Miller Lite,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$19.63,$1.80,$17.83,$8.9150,Original,
439,034100577070,Miller Lite,Alum Bottle,Millercoors,1,15,16,10/2/2016,12/31/2016,1,$16.95,$3.57,$13.38,$13.3800,Original,
429,034100573409,Miller Lite,Can,Millercoors,1,18,12,10/2/2016,12/31/2016,10,$14.27,$0.44,$13.83,$13.8300,Original,
434,034100572563,Miller Lite,Bottle,Millercoors,1,18,12,10/2/2016,12/31/2016,10,$14.27,$0.44,$13.83,$13.8300,Original,
430,034100573065,Miller Lite,Can,Millercoors,1,24,12,10/2/2016,12/31/2016,15,$18.73,$1.32,$17.41,$17.4100,Original,
501,034100316020,Milwaukee's Best,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$12.15,$1.73,$10.42,$5.2100,Original,
516,034100306021,Milwaukee's Best Ice,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$12.15,$1.73,$10.42,$5.2100,Original,
511,034100076023,Milwaukee's Best Light,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$12.15,$1.73,$10.42,$5.2100,Original,
4048,181954000022,Peroni Nastro Azzurro,Bottle,Millercoors,4,6,11.2,10/30/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
1170,072311630016,Pilsner Urquell,Bottle,Millercoors,4,6,11.2,10/30/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
1171,072311133128,Pilsner Urquell,Bottle,Millercoors,2,12,11.2,10/2/2016,12/31/2016,1,$27.18,$1.60,$25.58,$12.7900,Original,
3400,034100087166,Redd's Apple Ale,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$27.18,$3.22,$23.96,$5.9900,Original,
3402,034100087180,Redd's Apple Ale,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
3401,034100087227,Redd's Apple Ale,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
3425,034100989309,Redd's Blueberry,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$27.18,$3.22,$23.96,$5.9900,Original,
3424,034100989309,Redd's Cranberry,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$27.18,$3.22,$23.96,$5.9900,Original,
3429,034100989309,Redd's Ginger Apple Ale,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$27.18,$3.22,$23.96,$5.9900,Original,
3418,034100087463,Redd's Green Apple Ale,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$27.18,$3.22,$23.96,$5.9900,Original,
3416,034100087470,Redd's Green Apple Ale,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
3410,034100087302,Redd's Strawberry Apple Ale,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$27.18,$3.22,$23.96,$5.9900,Original,
3411,034100087326,Redd's Strawberry Apple Ale,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
3412,034100003401,Redd's Variety,Bottle,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.18,$3.20,$23.98,$11.9900,Original,
3413,034100003425,Redd's Wicked Apple Ale,Can,Millercoors,2,12,10,10/2/2016,12/31/2016,1,$23.18,$3.20,$19.98,$9.9900,Original,
3423,034100087555,Redd's Wicked Black Cherry,Can,Millercoors,2,12,10,10/2/2016,12/31/2016,1,$23.18,$3.20,$19.98,$9.9900,Original,
3417,034100087494,Redd's Wicked Mango,Can,Millercoors,2,12,10,10/2/2016,12/31/2016,1,$23.18,$3.20,$19.98,$9.9900,Original,
5651,087800000492,Smith & Forge,Can,Millercoors,6,4,16,10/2/2016,12/31/2016,1,$33.43,$4.93,$28.50,$4.7500,Original,
5654,071990096830,Smith & Forge,Bottle,Millercoors,4,6,12,10/2/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
5650,071990096878,Smith & Forge,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$27.19,$3.21,$23.98,$11.9900,Original,
3731,078250003287,Steel Reserve,Can,Millercoors,12,1,24,10/2/2016,12/31/2016,1,$14.90,$1.00,$13.90,$1.1583,Original,
3722,078250003348,Steel Reserve,Plastic Bottle,Millercoors,12,1,40,10/2/2016,12/31/2016,1,$18.93,$1.41,$17.52,$1.4600,Original,
3730,078250003829,Steel Reserve,Can,Millercoors,2,12,12,10/2/2016,12/31/2016,1,$12.15,$1.73,$10.42,$5.2100,Original,
3720,078250000361,Steel Reserve 211 Hg,Can,Millercoors,12,1,24,10/2/2016,12/31/2016,1,$14.90,$1.00,$13.90,$1.1583,Original,
923,754527000240,New Belg Fat Tire Collaboration Pack,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
923,754527000240,New Belg Fat Tire Collaboration Pack,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
923,754527000240,New Belg Fat Tire Collaboration Pack,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
923,754527000240,New Belg Fat Tire Collaboration Pack,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
827,754527001223,New Belgium 1554,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
827,754527001223,New Belgium 1554,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
827,754527001223,New Belgium 1554,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
845,754527000424,New Belgium Abbey Belgian,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
845,754527000424,New Belgium Abbey Belgian,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
845,754527000424,New Belgium Abbey Belgian,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
850,754527000820,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
850,754527000820,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
850,754527000820,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
851,754527000844,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
851,754527000844,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
851,754527000844,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
851,754527000844,New Belgium Accummulation White IPA,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
842,754527006136,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
842,754527006136,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
842,754527006136,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
858,754527006150,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
858,754527006150,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
858,754527006150,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
858,754527006150,New Belgium Citradelic IPA,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
831,754527000226,New Belgium Fat Tire,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
831,754527000226,New Belgium Fat Tire,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
831,754527000226,New Belgium Fat Tire,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
832,754527000240,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
833,754527001612,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
832,754527000240,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
833,754527001612,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
832,754527000240,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
833,754527001612,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
832,754527000240,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
833,754527001612,New Belgium Fat Tire,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
897,754527002015,New Belgium Folly Pack,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
907,754527004705,New Belgium Folly Pack,Can,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
897,754527002015,New Belgium Folly Pack,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
907,754527004705,New Belgium Folly Pack,Can,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
897,754527002015,New Belgium Folly Pack,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
907,754527004705,New Belgium Folly Pack,Can,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
897,754527002015,New Belgium Folly Pack,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
907,754527004705,New Belgium Folly Pack,Can,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
843,754527006051,New Belgium Glutiny Golden Ale,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
843,754527006051,New Belgium Glutiny Golden Ale,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
843,754527006051,New Belgium Glutiny Golden Ale,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
846,754527006082,New Belgium Glutiny Pale Ale,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
846,754527006082,New Belgium Glutiny Pale Ale,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
846,754527006082,New Belgium Glutiny Pale Ale,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
958,754527000820,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
958,754527000820,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
958,754527000820,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
959,754527000844,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
959,754527000844,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
959,754527000844,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
959,754527000844,New Belgium Long Table Farmhouse Ale,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
951,754527004217,New Belgium Rampant,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
951,754527004217,New Belgium Rampant,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
951,754527004217,New Belgium Rampant,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
860,754527000660,New Belgium Ranger IPA,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
860,754527000660,New Belgium Ranger IPA,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
860,754527000660,New Belgium Ranger IPA,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
861,754527000684,New Belgium Ranger IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
863,754527003623,New Belgium Ranger IPA,Can,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
861,754527000684,New Belgium Ranger IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
863,754527003623,New Belgium Ranger IPA,Can,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
861,754527000684,New Belgium Ranger IPA,Bottle,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
863,754527003623,New Belgium Ranger IPA,Can,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
861,754527000684,New Belgium Ranger IPA,Bottle,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
863,754527003623,New Belgium Ranger IPA,Can,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
822,754527004170,New Belgium Shift,Can,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,1,$28.80,$1.62,$27.18,$13.5900,Original,
822,754527004170,New Belgium Shift,Can,New Belgium Brewing,2,12,12,10/2/2016,11/26/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
822,754527004170,New Belgium Shift,Can,New Belgium Brewing,2,12,12,10/2/2016,12/31/2016,10,$28.80,$3.22,$25.58,$12.7900,Original,
822,754527004170,New Belgium Shift,Can,New Belgium Brewing,2,12,12,11/27/2016,12/31/2016,1,$28.80,$3.22,$25.58,$12.7900,Original,
908,754527005368,New Belgium Slow Ride Session IPA,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
908,754527005368,New Belgium Slow Ride Session IPA,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
908,754527005368,New Belgium Slow Ride Session IPA,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
902,754527004439,New Belgium Snapshot Wheat,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
902,754527004439,New Belgium Snapshot Wheat,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
902,754527004439,New Belgium Snapshot Wheat,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
855,754527000523,New Belgium Trippel Belgian Ale,Bottle,New Belgium Brewing,4,6,12,10/2/2016,10/29/2016,5,$31.98,$3.22,$28.76,$7.1900,Original,
855,754527000523,New Belgium Trippel Belgian Ale,Bottle,New Belgium Brewing,4,6,12,10/30/2016,12/3/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
855,754527000523,New Belgium Trippel Belgian Ale,Bottle,New Belgium Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$6.42,$25.56,$6.3900,Original,
3800,062067051722,Labatt Blue,Bottle,North American Breweries,4,6,11.5,10/2/2016,10/29/2016,1,$23.98,$3.22,$20.76,$5.1900,Original,
3801,062067051555,Labatt Blue,Bottle,North American Breweries,2,12,11.5,10/2/2016,12/31/2016,1,$22.38,$3.20,$19.18,$9.5900,Original,
3806,062067049729,Labatt Blue Light,Bottle,North American Breweries,4,6,11.5,10/2/2016,10/29/2016,1,$23.98,$3.22,$20.76,$5.1900,Original,
3803,062067049552,Labatt Blue Light,Bottle,North American Breweries,2,12,11.5,10/2/2016,12/31/2016,1,$22.38,$3.20,$19.18,$9.5900,Original,
5352,798373126020,Magic Hat #9,Bottle,North American Breweries,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5352,798373126020,Magic Hat #9,Bottle,North American Breweries,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5353,798373121230,Magic Hat #9,Bottle,North American Breweries,2,12,12,10/2/2016,12/31/2016,1,$27.18,$4.80,$22.38,$11.1900,Original,
5358,798373300321,Magic Hat Ele Peel,Bottle,North American Breweries,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5358,798373300321,Magic Hat Ele Peel,Bottle,North American Breweries,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5357,798373126068,Magic Hat Spring,Bottle,North American Breweries,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5357,798373126068,Magic Hat Spring,Bottle,North American Breweries,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5350,798373126068,Magic Hat Summer,Bottle,North American Breweries,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5350,798373126068,Magic Hat Summer,Bottle,North American Breweries,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5355,798373126068,Magic Hat Vamplifier,Bottle,North American Breweries,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5355,798373126068,Magic Hat Vamplifier,Bottle,North American Breweries,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5354,798373121254,Magic Hat Variety,Bottle,North American Breweries,2,12,12,10/2/2016,12/31/2016,1,$27.18,$4.80,$22.38,$11.1900,Original,
5356,798373126068,Magic Hat Winter,Bottle,North American Breweries,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
5356,798373126068,Magic Hat Winter,Bottle,North American Breweries,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
6025,080432802908,Seagram's Variety,Bottle,North American Breweries,2,12,11.2,10/2/2016,12/31/2016,1,$20.40,$2.40,$18.00,$9.0000,Original,
6028,070310012444,Seagram's Variety,Can,North American Breweries,2,12,12,10/2/2016,12/31/2016,1,$20.40,$2.40,$18.00,$9.0000,Original,
2233,819942000401,Oskar Blues BEERito Mexican Lager,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2233,819942000401,Oskar Blues BEERito Mexican Lager,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2215,819942000036,Oskar Blues Dale's Pale Ale,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2215,819942000036,Oskar Blues Dale's Pale Ale,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2226,819942000272,Oskar Blues IPA,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2226,819942000272,Oskar Blues IPA,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2225,819942000111,Oskar Blues Mama's Little Yella Pils,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2225,819942000111,Oskar Blues Mama's Little Yella Pils,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2218,819942000067,Oskar Blues Old Chub,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2218,819942000067,Oskar Blues Old Chub,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2235,819942000456,Oskar Blues Passionfruit Pinner IPA,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2235,819942000456,Oskar Blues Passionfruit Pinner IPA,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2224,819942000234,Oskar Blues Pinner IPA,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2224,819942000234,Oskar Blues Pinner IPA,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2234,819942000432,Oskar Blues Priscilla White Wit Wheat,Can,Oskar Blues,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
2234,819942000432,Oskar Blues Priscilla White Wit Wheat,Can,Oskar Blues,4,6,12,12/4/2016,12/31/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
